snapshotAt,season,date,market,marketDisplay,baseMarket,isAltMarket,player,team,opponent,pitcher,line,americanOdds,finalProbabilityPercent,sportsbookImpliedPercent,finalEdgePercent,confidence,recommendation,weatherAdjustmentPercent,savantAdjustmentPercent,oddsMovementAdjustmentPercent,missingData,originalMarket,rawLabel,marketFamily
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Hao-Yu Lee,DET,BOS,Payton Tolle,0.5,710.0,16.79,12.35,4.44,Medium,Positive edge,1.65,1.5,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,1+ Home Runs,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Riley Greene,DET,BOS,Payton Tolle,0.5,630.0,18.13,13.7,4.43,Medium,Positive edge,1.65,2.3,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,Riley Greene,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Liam Hicks,MIA,PHI,Aaron Nola,4.5,870.0,14.74,10.31,4.43,Low,Alt ladder market,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Owen Caissie,MIA,PHI,Aaron Nola,0.5,108.0,52.5,48.08,4.42,Medium,Positive edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Roman Anthony,BOS,DET,Tarik Skubal,2.5,1660.0,10.09,5.68,4.41,Low,Alt ladder market,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 4+ Hits,batter_hits,True,MJ Melendez,NYM,COL,Tomoyuki Sugano,3.5,3900.0,6.91,2.5,4.41,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,4+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Gunnar Henderson,BAL,NYY,Cam Schlittler,0.5,123.0,49.22,44.84,4.37,Medium,Positive edge,-0.12,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Tyler Freeman,COL,NYM,Huascar Brazobán,2.5,840.0,14.99,10.64,4.35,Low,Alt ladder market,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Justin Crawford,PHI,MIA,Janson Junk,2.5,1740.0,9.79,5.43,4.35,Low,Alt ladder market,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Hunter Goodman,COL,NYM,Huascar Brazobán,2.5,830.0,15.09,10.75,4.34,Low,Alt ladder market,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Xavier Edwards,MIA,PHI,Aaron Nola,4.5,980.0,13.6,9.26,4.34,Low,Alt ladder market,-0.18,,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,Chase DeLauter,CLE,KCR,Michael Wacha,1.5,102.0,53.83,49.5,4.33,Medium,Positive edge,1.13,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Bryce Harper,PHI,MIA,Janson Junk,2.5,800.0,15.4,11.11,4.29,Low,Alt ladder market,-0.13,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Nathan Church,STL,MIL,Chad Patrick,0.5,710.0,16.63,12.35,4.28,Medium,Positive edge,1.49,1.5,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,Nathan Church,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Isiah Kiner-Falefa,BOS,DET,Tarik Skubal,2.5,2400.0,8.26,4.0,4.26,Low,Alt ladder market,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,pitcher_strikeouts,Pitcher Strikeouts,pitcher_strikeouts,,Payton Tolle,BOS,DET,Payton Tolle,5.5,105.0,53.03,48.78,4.25,Medium,Positive edge,-0.4,2.0,-0.59,PropLine game moneyline/total context | Self-stored odds movement snapshots,pitcher_strikeouts,Over,pitcher
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Juan Soto,NYM,COL,Tomoyuki Sugano,2.5,640.0,17.75,13.51,4.24,Low,Alt ladder market,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 7+ Total Bases,batter_total_bases,True,Hunter Goodman,COL,NYM,Huascar Brazobán,6.5,1120.0,12.44,8.2,4.24,Low,Alt ladder market,-0.8,1.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_total_bases,7+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 6+ Total Bases,batter_total_bases,True,Kyle Stowers,MIA,PHI,Aaron Nola,5.5,1280.0,11.49,7.25,4.24,Low,Alt ladder market,-0.18,0.6,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,6+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Brandon Marsh,PHI,MIA,Janson Junk,4.5,1040.0,12.98,8.77,4.21,Low,Alt ladder market,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Andruw Monasterio,BOS,DET,Tarik Skubal,2.5,2100.0,8.76,4.55,4.21,Low,Alt ladder market,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Mark Vientos,NYM,COL,Tomoyuki Sugano,2.5,920.0,14.0,9.8,4.2,Low,Alt ladder market,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Trea Turner,PHI,MIA,Janson Junk,2.5,710.0,16.53,12.35,4.18,Low,Alt ladder market,-0.13,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 6+ Total Bases,batter_total_bases,True,Bryce Harper,PHI,MIA,Janson Junk,5.5,1140.0,12.25,8.06,4.18,Low,Alt ladder market,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,6+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Caleb Durbin,BOS,DET,Tarik Skubal,2.5,2700.0,7.75,3.57,4.18,Low,Alt ladder market,0.4,,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 6+ Total Bases,batter_total_bases,True,Kyle Schwarber,PHI,MIA,Janson Junk,5.5,990.0,13.35,9.17,4.17,Low,Alt ladder market,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,6+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Hao-Yu Lee,DET,BOS,Payton Tolle,0.5,680.0,16.98,12.82,4.16,Medium,Positive edge,1.65,1.5,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,Hao-Yu Lee,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Jordan Beck,COL,NYM,Huascar Brazobán,2.5,970.0,13.51,9.35,4.16,Low,Alt ladder market,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Kyle Manzardo,CLE,KCR,Michael Wacha,0.5,124.0,48.8,44.64,4.15,Medium,Positive edge,0.54,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Kyle Schwarber,PHI,MIA,Janson Junk,2.5,1200.0,11.84,7.69,4.15,Low,Alt ladder market,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Hao-Yu Lee,DET,BOS,Payton Tolle,4.5,1320.0,11.19,7.04,4.15,Low,Alt ladder market,0.96,1.2,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Marcus Semien,NYM,COL,Tomoyuki Sugano,2.5,860.0,14.56,10.42,4.14,Low,Alt ladder market,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 4+ Hits,batter_hits,True,Tyrone Taylor,NYM,COL,Tomoyuki Sugano,3.5,4700.0,6.23,2.08,4.14,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,4+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,J.T. Realmuto,PHI,MIA,Janson Junk,2.5,1160.0,12.06,7.94,4.13,Low,Alt ladder market,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,pitcher_earned_runs,Pitcher Earned Runs,pitcher_earned_runs,,Tarik Skubal,DET,BOS,Tarik Skubal,1.5,-103.0,54.86,50.74,4.12,Medium,Positive edge,0.56,1.0,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,pitcher_earned_runs,Over,pitcher
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 4+ Hits,batter_hits,True,Carson Benge,NYM,COL,Tomoyuki Sugano,3.5,4000.0,6.55,2.44,4.11,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,4+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Willson Contreras,BOS,DET,Tarik Skubal,4.5,970.0,13.45,9.35,4.1,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Bryson Stott,PHI,MIA,Janson Junk,2.5,1120.0,12.3,8.2,4.1,Low,Alt ladder market,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Willson Contreras,BOS,DET,Tarik Skubal,0.5,109.0,51.94,47.85,4.09,Medium,Positive edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Brenton Doyle,COL,NYM,Huascar Brazobán,2.5,880.0,14.29,10.2,4.09,Low,Alt ladder market,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Owen Caissie,MIA,PHI,Aaron Nola,4.5,1060.0,12.69,8.62,4.07,Low,Alt ladder market,-0.18,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Riley Greene,DET,BOS,Payton Tolle,4.5,1000.0,13.14,9.09,4.05,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Troy Johnston,COL,NYM,Huascar Brazobán,4.5,1180.0,11.85,7.81,4.04,Low,Alt ladder market,-0.8,1.2,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Victor Scott,STL,MIL,Chad Patrick,0.5,-115.0,57.51,53.49,4.02,Medium,Positive edge,0.43,0.8,-0.21,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Ryan McMahon,NYY,BAL,Shane Baz,0.5,-102.0,54.48,50.5,3.98,Low-Medium,No clear edge,-0.12,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,pitcher_strikeouts,Pitcher Strikeouts,pitcher_strikeouts,,Aaron Nola,PHI,MIA,Aaron Nola,3.5,100.0,53.97,50.0,3.97,Low-Medium,No clear edge,-0.03,,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,pitcher_strikeouts,Over,pitcher
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Francisco Alvarez,NYM,COL,Tomoyuki Sugano,2.5,700.0,16.46,12.5,3.96,Low,Alt ladder market,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Spencer Torkelson,DET,BOS,Payton Tolle,4.5,880.0,14.15,10.2,3.95,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Jakob Marsee,MIA,PHI,Aaron Nola,4.5,950.0,13.47,9.52,3.95,Low,Alt ladder market,-0.18,,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Andruw Monasterio,BOS,DET,Tarik Skubal,0.5,1260.0,11.29,7.35,3.94,Low-Medium,No clear edge,1.65,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,Andruw Monasterio,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Connor Norby,MIA,PHI,Aaron Nola,4.5,970.0,13.26,9.35,3.92,Low,Alt ladder market,-0.18,1.2,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Paul Goldschmidt,NYY,BAL,Shane Baz,0.5,570.0,18.83,14.93,3.9,Low-Medium,No clear edge,-0.14,2.3,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,Paul Goldschmidt,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Gleyber Torres,DET,BOS,Payton Tolle,4.5,1180.0,11.71,7.81,3.9,Low,Alt ladder market,0.96,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_home_runs,Batter Home Runs,batter_home_runs,,Riley Greene,DET,BOS,Payton Tolle,0.5,584.0,18.5,14.62,3.88,Low-Medium,No clear edge,1.65,2.3,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_home_runs,1+ Home Runs,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Mark Vientos,NYM,COL,Tomoyuki Sugano,0.5,100.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Marcus Semien,NYM,COL,Tomoyuki Sugano,0.5,100.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Bo Bichette,NYM,COL,Tomoyuki Sugano,2.5,100.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Francisco Alvarez,NYM,COL,Tomoyuki Sugano,0.5,100.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 4+ Total Bases,batter_total_bases,True,Kevin McGonigle,DET,BOS,Payton Tolle,3.5,497.0,20.62,16.75,3.87,Low,Alt ladder market,0.96,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,4+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Owen Caissie,MIA,PHI,Aaron Nola,0.5,104.0,52.88,49.02,3.86,Low-Medium,No clear edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 4+ Total Bases,batter_total_bases,True,Otto Lopez,MIA,PHI,Aaron Nola,3.5,453.0,21.9,18.08,3.82,Low,Alt ladder market,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,4+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Jahmai Jones,DET,BOS,Payton Tolle,0.5,107.0,52.12,48.31,3.81,Low-Medium,No clear edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Under,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 2+ Hits,batter_hits,True,Connor Wong,BOS,DET,Tarik Skubal,1.5,576.0,18.6,14.79,3.81,Low,Alt ladder market,0.4,,0.78,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,2+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 6+ Total Bases,batter_total_bases,True,Hunter Goodman,COL,NYM,Huascar Brazobán,5.5,670.0,16.8,12.99,3.81,Low,Alt ladder market,-0.8,1.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_total_bases,6+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Kyle Stowers,MIA,PHI,Aaron Nola,4.5,710.0,16.13,12.35,3.78,Low,Alt ladder market,-0.18,0.6,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Victor Scott,STL,MIL,Chad Patrick,0.5,-117.0,57.68,53.92,3.77,Low-Medium,No clear edge,0.43,0.8,-0.21,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits,Batter Hits,batter_hits,,Graham Pauley,MIA,PHI,Aaron Nola,0.5,100.0,53.77,50.0,3.77,Low-Medium,No clear edge,-0.13,-0.6,0.4,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,MJ Melendez,NYM,COL,Tomoyuki Sugano,2.5,950.0,13.3,9.52,3.77,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_hits_alt,Batter Hits Ladder - 3+ Hits,batter_hits,True,Alec Bohm,PHI,MIA,Janson Junk,2.5,1280.0,11.01,7.25,3.77,Low,Alt ladder market,-0.13,,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_hits,3+ Hits,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 4+ Total Bases,batter_total_bases,True,Dillon Dingler,DET,BOS,Payton Tolle,3.5,428.0,22.7,18.94,3.76,Low,Alt ladder market,0.96,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,4+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Ezequiel Tovar,COL,NYM,Huascar Brazobán,4.5,1060.0,12.36,8.62,3.74,Low,Alt ladder market,-0.8,1.2,,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases,Batter Total Bases,batter_total_bases,,Chandler Simpson,TBR,TOR,Eric Lauer,1.5,125.0,48.18,44.44,3.73,Low-Medium,No clear edge,,-0.8,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,batter_total_bases,Over,batter
2026-05-04T21:59:25.624015+00:00,2026,2026-05-04,batter_total_bases_alt,Batter Total Bases Ladder - 5+ Total Bases,batter_total_bases,True,Jahmai Jones,DET,BOS,Payton Tolle,4.5,960.0,13.15,9.43,3.72,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,batter_total_bases,5+ Total Bases,batter
