playerId,player,team,role,batterGames,pitcherGames,bvpPlateAppearances
666139,Josh Lowe,LAA,batter,33,0,0
647304,Josh Naylor,SEA,batter,35,0,0
669701,Josh Smith,TEX,batter,31,0,0
621237,José Alvarado,PHI,pitcher,0,17,0
640492,José Azocar,ATL,batter,2,0,0
676130,José Buttó,SFG,pitcher,0,3,0
676609,José Caballero,NYY,batter,36,0,0
820862,José Fermin,LAA,pitcher,0,4,0
665877,José Fermín,STL,batter,15,0,0
608070,José Ramírez,CLE,batter,38,0,0
667755,José Soriano,LAA,pitcher,0,8,0
660761,José Suarez,ATL,pitcher,0,8,0
677588,José Tena,WSN,batter,28,0,0
664353,José Urquidy,PIT,pitcher,0,5,0
663558,Jovani Morán,BOS,pitcher,0,11,0
702275,JR Ritchie,ATL,pitcher,0,3,0
664141,JT Brubaker,SFG,pitcher,0,12,0
682877,Juan Brito,CLE,batter,15,0,0
675848,Juan Mejia,COL,pitcher,0,14,0
666661,Juan Morillo,ARI,pitcher,0,17,0
665742,Juan Soto,NYM,batter,21,0,0
642759,Julian Fernández,WSN,pitcher,0,3,0
677594,Julio Rodríguez,SEA,batter,38,0,0
808982,Jung Hoo Lee,SFG,batter,37,0,0
691406,Junior Caminero,TBR,batter,36,0,0
677865,Justin Bruihl,STL,pitcher,0,18,0
702222,Justin Crawford,PHI,batter,32,0,0
679822,Justin Foscue,TEX,batter,1,0,0
664875,Justin Lawrence,PIT,pitcher,0,15,0
686580,Justin Slaten,BOS,pitcher,0,4,0
686993,Justin Sterner,ATH,pitcher,0,17,0
623437,Justin Topa,MIN,pitcher,0,20,0
434378,Justin Verlander,DET,pitcher,0,1,0
680736,Justin Wrobleski,LAD,pitcher,0,6,0
678906,Kai-Wei Teng,HOU,pitcher,0,14,0
672960,Kazuma Okamoto,TOR,batter,36,0,0
663647,Ke'Bryan Hayes,CIN,batter,33,0,0
676775,Keaton Winn,SFG,pitcher,0,16,0
669211,Keegan Akin,BAL,pitcher,0,5,0
660688,Keibert Ruiz,WSN,batter,23,0,0
672456,Keider Montero,DET,pitcher,0,6,0
686610,Ken Waldichuk,WSN,pitcher,0,5,0
696070,Kendry Rojas,MIN,pitcher,0,1,0
445276,Kenley Jansen,DET,pitcher,0,11,0
681481,Kerry Carpenter,DET,batter,35,0,0
606466,Ketel Marte,ARI,batter,34,0,0
592332,Kevin Gausman,TOR,pitcher,0,8,0
656464,Kevin Ginkel,ARI,pitcher,0,16,0
687330,Kevin Kelly,TBR,pitcher,0,15,0
805808,Kevin McGonigle,DET,batter,36,0,0
673540,Kodai Senga,NYM,pitcher,0,5,0
665019,Kody Clemens,MIN,batter,26,0,0
681892,Kody Funderburk,MIN,pitcher,0,17,0
663465,Kolby Allard,CLE,pitcher,0,4,0
804606,Konnor Griffin,PIT,batter,31,0,0
663460,Kris Bubic,KCR,pitcher,0,7,0
677958,Kumar Rocker,TEX,pitcher,0,6,0
679775,Kyle Backhus,PHI,pitcher,0,10,0
680694,Kyle Bradish,BAL,pitcher,0,7,0
571657,Kyle Farmer,ATL,batter,8,0,0
640448,Kyle Finnegan,DET,pitcher,0,17,0
607536,Kyle Freeland,COL,two-way,1,6,0
690986,Kyle Harrison,MIL,pitcher,0,6,0
606996,Kyle Hart,SDP,pitcher,0,12,0
543309,Kyle Higashioka,TEX,batter,17,0,0
669165,Kyle Hurt,LAD,pitcher,0,9,0
664728,Kyle Isbel,KCR,batter,30,0,0
691720,Kyle Karros,COL,batter,35,0,0
681517,Kyle Leahy,STL,pitcher,0,7,0
700932,Kyle Manzardo,CLE,batter,33,0,0
693312,Kyle Nicolas,CIN,pitcher,0,7,0
656941,Kyle Schwarber,PHI,batter,37,0,0
669065,Kyle Stowers,MIA,batter,15,0,0
663656,Kyle Tucker,LAD,batter,36,0,0
669199,Lake Bachar,MIA,pitcher,0,10,0
621121,Lance McCullers Jr.,HOU,pitcher,0,7,0
694738,Landen Roupp,SFG,pitcher,0,7,0
657041,Lane Thomas,KCR,batter,29,0,0
671732,Lawrence Butler,ATH,batter,33,0,0
681751,Lazaro Estrada,TOR,pitcher,0,1,0
672820,Lenyn Sosa,TOR,batter,27,0,0
677870,Leo Jiménez,MIA,batter,9,0,0
660844,Leo Rivas,SEA,batter,32,0,0
665750,Leody Taveras,BAL,batter,30,0,0
689414,Liam Hicks,MIA,batter,34,0,0
669302,Logan Gilbert,SEA,pitcher,0,8,0
701656,Logan Henderson,MIL,pitcher,0,2,0
681351,Logan O'Hoppe,LAA,batter,26,0,0
657277,Logan Webb,SFG,pitcher,0,8,0
642152,Lou Trivino,BAL,pitcher,0,1,0
686973,Louis Varland,TOR,pitcher,0,18,0
666971,Lourdes Gurriel Jr.,ARI,batter,13,0,0
668674,Lucas Erceg,KCR,pitcher,0,16,0
608371,Lucas Sims,CHW,pitcher,0,9,0
679883,Luinder Avila,KCR,pitcher,0,5,0
650333,Luis Arraez,SFG,batter,34,0,0
669134,Luis Campusano,SDP,batter,18,0,0
622491,Luis Castillo,SEA,pitcher,0,7,0
681168,Luis Curvelo,TEX,pitcher,0,4,0
472610,Luis García,MIN,pitcher,0,11,0
671277,Luis García Jr.,WSN,batter,33,0,0
661563,Luis Gil,NYY,pitcher,0,4,0
682641,Luis Matos,MIL,batter,9,0,0
665622,Luis Medina,ATH,pitcher,0,9,0
682825,Luis Mey,CIN,pitcher,0,2,0
806960,Luis Morales,ATH,pitcher,0,3,0
650859,Luis Rengifo,MIL,batter,30,0,0
673357,Luis Robert Jr.,NYM,batter,24,0,0
622663,Luis Severino,ATH,pitcher,0,8,0
620443,Luis Torrens,NYM,batter,16,0,0
682668,Luisangel Acuña,CHW,batter,29,0,0
807712,Luke Keaschall,MIN,batter,36,0,0
681432,Luke Little,CHC,pitcher,0,1,0
670042,Luke Raley,SEA,batter,33,0,0
596133,Luke Weaver,NYM,two-way,1,15,0
663897,Luke Williams,ATL,batter,2,0,0
663609,Luken Baker,ARI,batter,3,0,0
669022,MacKenzie Gore,TEX,pitcher,0,7,0
672580,Maikel Garcia,KCR,batter,35,0,0
592518,Manny Machado,SDP,batter,34,0,0
542303,Marcell Ozuna,PIT,batter,31,0,0
691785,Marcelo Mayer,BOS,batter,32,0,0
543760,Marcus Semien,NYM,batter,36,0,0
643410,Mark Leiter Jr.,ATH,pitcher,0,17,0
668901,Mark Vientos,NYM,batter,28,0,0
527048,Martín Pérez,ATL,pitcher,0,7,0
807799,Masataka Yoshida,BOS,batter,22,0,0
686930,Mason Barnett,ATH,pitcher,0,1,0
696131,Mason Black,KCR,pitcher,0,4,0
669438,Mason Englert,TBR,pitcher,0,9,0
689254,Mason Fluharty,TOR,pitcher,0,19,0
695243,Mason Miller,SDP,pitcher,0,17,0
682254,Mason Montgomery,PIT,pitcher,0,14,0
691026,Masyn Winn,STL,batter,31,0,0
666374,Matt Brash,SEA,pitcher,0,14,0
656305,Matt Chapman,SFG,batter,36,0,0
670036,Matt Festa,CLE,pitcher,0,16,0
657424,Matt Gage,SFG,pitcher,0,17,0
680574,Matt McLain,CIN,batter,37,0,0
621566,Matt Olson,ATL,batter,38,0,0
690155,Matt Pushard,STL,pitcher,0,1,0
807713,Matt Shaw,CHC,batter,33,0,0
621381,Matt Strahm,KCR,pitcher,0,14,0
694335,Matt Svanson,STL,pitcher,0,17,0
663837,Matt Vierling,DET,batter,30,0,0
663362,Matt Waldron,SDP,pitcher,0,4,0
670242,Matt Wallner,MIN,batter,30,0,0
571510,Matthew Boyd,CHC,pitcher,0,5,0
669461,Matthew Liberatore,STL,pitcher,0,7,0
643289,Mauricio Dubón,ATL,batter,36,0,0
608331,Max Fried,NYY,pitcher,0,8,0
676974,Max Meyer,MIA,pitcher,0,7,0
571970,Max Muncy,LAD,batter,35,0,0
691777,Max Muncy,ATH,batter,26,0,0
453286,Max Scherzer,TOR,pitcher,0,5,0
680474,Max Schuemann,NYY,batter,3,0,0
518876,Merrill Kelly,ARI,pitcher,0,4,0
683737,Michael Busch,CHC,batter,36,0,0
624424,Michael Conforto,CHC,batter,20,0,0
671739,Michael Harris II,ATL,batter,35,0,0
547184,Michael Kelly,ATH,pitcher,0,4,0
650633,Michael King,SDP,pitcher,0,7,0
547179,Michael Lorenzen,COL,pitcher,0,9,0
686681,Michael Massey,KCR,batter,24,0,0
700241,Michael McGreevy,STL,pitcher,0,7,0
656848,Michael Petersen,MIA,pitcher,0,12,0
647336,Michael Soroka,ARI,pitcher,0,7,0
608379,Michael Wacha,KCR,pitcher,0,7,0
690953,Mick Abel,MIN,pitcher,0,4,0
666160,Mickey Moniak,COL,batter,29,0,0
665804,Miguel Amaya,CHC,batter,22,0,0
609280,Miguel Andujar,SDP,batter,26,0,0
500743,Miguel Rojas,LAD,two-way,23,1,0
678246,Miguel Vargas,CHW,batter,36,0,0
681347,Mike Burrows,HOU,pitcher,0,7,0
545361,Mike Trout,LAA,batter,37,0,0
573262,Mike Yastrzemski,ATL,batter,35,0,0
571945,Miles Mikolas,WSN,pitcher,0,8,0
815083,Mitch Farris,LAA,pitcher,0,5,0
641598,Mitch Garver,SEA,batter,18,0,0
656605,Mitch Keller,PIT,pitcher,0,7,0
687765,Mitch Spence,KCR,pitcher,0,1,0
680730,Mitchell Parker,WSN,pitcher,0,7,0
669004,MJ Melendez,NYM,batter,16,0,0
694208,Moisés Ballesteros,CHC,batter,33,0,0
605141,Mookie Betts,LAD,batter,8,0,0
808959,Munetaka Murakami,CHW,batter,37,0,0
664702,Myles Straw,TOR,batter,30,0,0
683083,Nasim Nuñez,WSN,batter,34,0,0
701675,Nathan Church,STL,batter,33,0,0
543135,Nathan Eovaldi,TEX,pitcher,0,8,0
664770,Nathan Lukes,TOR,batter,20,0,0
663993,Nathaniel Lowe,CIN,batter,26,0,0
669397,Nick Allen,HOU,batter,16,0,0
592206,Nick Castellanos,SDP,batter,23,0,0
689546,Nick Davila,SEA,pitcher,0,1,0
663743,Nick Fortes,TBR,batter,30,0,0
693304,Nick Gonzales,PIT,batter,34,0,0
701762,Nick Kurtz,ATH,batter,35,0,0
679845,Nick Loftin,KCR,batter,13,0,0
607259,Nick Martinez,TBR,pitcher,0,7,0
683232,Nick Mears,KCR,pitcher,0,14,0
601713,Nick Pivetta,SDP,pitcher,0,4,0
675919,Nick Raquet,BAL,pitcher,0,3,0
680704,Nick Sandlin,LAA,pitcher,0,8,0
694377,Nick Yorke,PIT,batter,23,0,0
670032,Nicky Lopez,CHC,batter,3,0,0
663538,Nico Hoerner,CHC,batter,36,0,0
702070,Noah Cameron,KCR,pitcher,0,6,0
702273,Noah Schultz,CHW,pitcher,0,5,0
682622,Noelvi Marte,CIN,batter,11,0,0
571448,Nolan Arenado,ARI,batter,33,0,0
669357,Nolan Gorman,STL,batter,35,0,0
676510,Nolan Hoffman,PHI,pitcher,0,2,0
690997,Nolan McLean,NYM,pitcher,0,7,0
694384,Nolan Schanuel,LAA,batter,35,0,0
665833,Oneil Cruz,PIT,batter,35,0,0
689147,Orion Kerkering,PHI,pitcher,0,14,0
687377,Orlando Ribalta,WSN,pitcher,0,4,0
674370,Osvaldo Bido,CHW,pitcher,0,11,0
672724,Oswald Peraza,LAA,batter,35,0,0
805249,Otto Kemp,PHI,batter,10,0,0
672640,Otto Lopez,MIA,batter,36,0,0
683357,Owen Caissie,MIA,batter,34,0,0
645277,Ozzie Albies,ATL,batter,38,0,0
664731,P.J. Higgins,CIN,two-way,5,1,0
678009,Parker Meadows,DET,batter,12,0,0
800048,Parker Messick,CLE,pitcher,0,7,0
672275,Patrick Bailey,SFG,batter,29,0,0
571578,Patrick Corbin,TOR,pitcher,0,6,0
621550,Patrick Wisdom,SEA,batter,1,0,0
621112,Paul Blackburn,NYY,two-way,1,9,0
502671,Paul Goldschmidt,NYY,batter,15,0,0
623149,Paul Sewald,ARI,pitcher,0,14,0
694973,Paul Skenes,PIT,pitcher,0,8,0
656976,Pavin Smith,ARI,batter,2,0,0
687606,Paxton Schultz,WSN,pitcher,0,9,0
801139,Payton Tolle,BOS,pitcher,0,3,0
686780,Pedro Pagés,STL,batter,24,0,0
624413,Pete Alonso,BAL,batter,37,0,0
691718,Pete Crow-Armstrong,CHC,batter,37,0,0
664126,Pete Fairbanks,MIA,pitcher,0,10,0
663567,Peter Lambert,HOU,pitcher,0,4,0
690984,Petey Halpin,CLE,batter,3,0,0
682608,Peyton Gray,TEX,pitcher,0,4,0
688883,Peyton Pallette,CLE,pitcher,0,11,0
664208,Phil Maton,CHC,pitcher,0,10,0
691769,Philip Abner,ARI,pitcher,0,1,0
572955,Pierce Johnson,CIN,pitcher,0,16,0
676571,PJ Poulin,WSN,pitcher,0,17,0
646240,Rafael Devers,SFG,batter,37,0,0
665561,Rafael Marchán,PHI,batter,16,0,0
628452,Raisel Iglesias,ATL,two-way,1,9,0
657656,Ramón Laureano,SDP,batter,33,0,0
602104,Ramón Urías,STL,batter,25,0,0
545341,Randal Grichuk,CHW,batter,19,0,0
668227,Randy Arozarena,SEA,batter,38,0,0
681190,Randy Vásquez,SDP,pitcher,0,7,0
624133,Ranger Suarez,BOS,pitcher,0,7,0
677956,Rece Hinds,CIN,batter,12,0,0
624512,Reese McGuire,CHW,two-way,11,1,0
672282,Reid Detmers,LAA,pitcher,0,7,0
625643,Reynaldo López,ATL,two-way,1,7,0
695076,Rhett Lowder,CIN,pitcher,0,7,0
656555,Rhys Hoskins,CLE,batter,29,0,0
663992,Richard Lovelady,WSN,pitcher,0,13,0
680700,Richie Palacios,TBR,batter,24,0,0
676568,Ricky Vanasco,DET,pitcher,0,2,0
670329,Rico Garcia,BAL,pitcher,0,18,0
683000,Riley Cornelio,WSN,pitcher,0,1,0
682985,Riley Greene,DET,batter,38,0,0
702303,Riley Martin,CHC,pitcher,0,8,0
676617,Riley O'Brien,STL,pitcher,0,17,0
608701,Rob Refsnyder,SEA,batter,21,0,0
592662,Robbie Ray,SFG,pitcher,0,7,0
676395,Robert Garcia,TEX,pitcher,0,9,0
663158,Robert Suarez,ATL,two-way,2,16,0
682610,Roddery Muñoz,HOU,pitcher,0,3,0
808963,Roki Sasaki,LAD,pitcher,0,6,0
691548,Rolddy Muñoz,ATL,pitcher,0,1,0
701350,Roman Anthony,BOS,batter,30,0,0
676760,Ron Marinaccio,SDP,pitcher,0,13,0
660670,Ronald Acuña Jr.,ATL,batter,34,0,0
677595,Ronny Mauricio,NYM,batter,10,0,0
668904,Royce Lewis,MIN,batter,23,0,0
669208,Ryan Bliss,SEA,batter,1,0,0
621366,Ryan Borucki,SFG,pitcher,0,13,0
663372,Ryan Feltner,COL,pitcher,0,5,0
681676,Ryan Fernandez,STL,pitcher,0,4,0
687473,Ryan Gusto,MIA,pitcher,0,1,0
664854,Ryan Helsley,BAL,pitcher,0,12,0
680777,Ryan Jeffers,MIN,batter,28,0,0
696270,Ryan Johnson,LAA,pitcher,0,1,0
668952,Ryan Kreidler,MIN,batter,5,0,0
641857,Ryan McMahon,NYY,batter,35,0,0
663624,Ryan Mountcastle,BAL,batter,8,0,0
656811,Ryan O'Hearn,PIT,batter,35,0,0
690022,Ryan Ritter,COL,batter,6,0,0
669020,Ryan Rolison,CHC,two-way,1,6,0
657044,Ryan Thompson,ARI,pitcher,0,18,0
668723,Ryan Vilade,TBR,batter,21,0,0
676254,Ryan Walker,SFG,pitcher,0,15,0
669899,Ryan Ward,LAD,batter,2,0,0
670245,Ryan Watson,BOS,pitcher,0,14,0
677960,Ryan Weathers,NYY,pitcher,0,7,0
680802,Ryan Weiss,HOU,pitcher,0,9,0
642232,Ryan Yarbrough,NYY,pitcher,0,8,0
666171,Ryan Zeferjahn,LAA,pitcher,0,13,0
669194,Ryne Nelson,ARI,pitcher,0,7,0
592773,Ryne Stanek,STL,pitcher,0,17,0
686217,Sal Frelick,MIL,batter,34,0,0
701398,Sal Stewart,CIN,batter,37,0,0
521692,Salvador Perez,KCR,batter,36,0,0
691951,Sam Aldegheri,LAA,pitcher,0,2,0
803011,Sam Antonacci,CHW,batter,20,0,0
696147,Sam Bachman,LAA,pitcher,0,13,0
664059,Sam Haggerty,TEX,batter,20,0,0
669087,Sam Huff,BAL,batter,3,0,0
594580,Sam Moll,CIN,pitcher,0,17,0
694212,Samuel Basallo,BAL,batter,29,0,0
645261,Sandy Alcantara,MIA,pitcher,0,8,0
669289,Santiago Espinal,LAD,batter,18,0,0
605130,Scott Barlow,ATH,pitcher,0,16,0
664068,Scott Kingery,CHC,batter,8,0,0
680732,Sean Burke,CHW,pitcher,0,7,0
640455,Sean Manaea,NYM,pitcher,0,8,0
669221,Sean Murphy,ATL,batter,2,0,0
656794,Sean Newcomb,CHW,pitcher,0,15,0
665861,Sebastián Rivero,LAA,batter,8,0,0
673548,Seiya Suzuki,CHC,batter,24,0,0
622554,Seranthony Domínguez,CHW,pitcher,0,15,0
678020,Seth Halvorsen,COL,pitcher,0,2,0
686751,Seth Johnson,PHI,pitcher,0,3,0
607625,Seth Lugo,KCR,pitcher,0,7,0
669358,Shane Baz,BAL,pitcher,0,7,0
675660,Shane Drohan,MIL,pitcher,0,5,0
663556,Shane McClanahan,TBR,pitcher,0,7,0
681343,Shane Smith,CHW,pitcher,0,3,0
641312,Shaun Anderson,LAA,pitcher,0,9,0
542888,Shawn Armstrong,CLE,pitcher,0,12,0
694376,Shay Whitcomb,HOU,batter,11,0,0
669127,Shea Langeliers,ATH,batter,32,0,0
660271,Shohei Ohtani,LAD,two-way,34,6,0
684007,Shota Imanaga,CHC,pitcher,0,7,0
680573,Simeon Woods Richardson,MIN,pitcher,0,7,0
677944,Slade Cecconi,CLE,pitcher,0,7,0
543243,Sonny Gray,BOS,pitcher,0,6,0
681293,Spencer Arrighetti,HOU,pitcher,0,4,0
687462,Spencer Horwitz,PIT,batter,33,0,0
693686,Spencer Miles,TOR,pitcher,0,11,0
668715,Spencer Steer,CIN,batter,35,0,0
675911,Spencer Strider,ATL,pitcher,0,1,0
679529,Spencer Torkelson,DET,batter,37,0,0
516782,Starling Marte,KCR,batter,14,0,0
663568,Stephen Kolek,KCR,pitcher,0,1,0
674444,Steven Cruz,KCR,pitcher,0,5,0
680757,Steven Kwan,CLE,batter,35,0,0
571927,Steven Matz,TBR,pitcher,0,7,0
595345,Steven Okert,HOU,pitcher,0,18,0
823550,Sung-Mun Song,SDP,batter,3,0,0
592836,Taijuan Walker,PHI,pitcher,0,5,0
671737,Taj Bradley,MIN,pitcher,0,8,0
621383,Tanner Banks,PHI,pitcher,0,14,0
676440,Tanner Bibee,CLE,pitcher,0,8,0
685299,Tanner Gordon,COL,pitcher,0,4,0
695020,Tanner Murray,CHW,batter,13,0,0
656945,Tanner Scott,LAD,pitcher,0,17,0
669373,Tarik Skubal,DET,pitcher,0,7,0
837227,Tatsuya Imai,HOU,pitcher,0,3,0
642048,Tayler Saucedo,LAA,pitcher,0,1,0
664199,Taylor Clarke,ARI,pitcher,0,17,0
688497,Taylor Rashi,ARI,pitcher,0,3,0
573124,Taylor Rogers,MIN,pitcher,0,15,0
666211,Taylor Trammell,HOU,batter,10,0,0
670764,Taylor Walls,TBR,batter,25,0,0
621493,Taylor Ward,BAL,batter,36,0,0
622088,Tejay Antone,CIN,pitcher,0,1,0
606192,Teoscar Hernández,LAD,batter,33,0,0
695336,Thomas Saggese,STL,batter,18,0,0
682120,Tim Herrin,CLE,pitcher,0,13,0
657612,Tim Hill,NYY,pitcher,0,16,0
641835,Tim Mayza,PHI,pitcher,0,16,0
694374,Tim Tawa,ARI,batter,19,0,0
670770,TJ Friedl,CIN,batter,35,0,0
681198,TJ Rumfield,COL,batter,37,0,0
668964,Tobias Myers,NYM,pitcher,0,11,0
667297,Tommy Nance,TOR,pitcher,0,16,0
502054,Tommy Pham,NYM,batter,9,0,0
608372,Tomoyuki Sugano,COL,pitcher,0,7,0
663574,Tony Santillan,CIN,pitcher,0,16,0
683953,Travis Bazzana,CLE,batter,7,0,0
518595,Travis d'Arnaud,LAA,batter,14,0,0
607208,Trea Turner,PHI,batter,36,0,0
663757,Trent Grisham,NYY,batter,36,0,0
663423,Trent Thornton,CHC,pitcher,0,1,0
663616,Trevor Larnach,MIN,batter,29,0,0
694680,Trevor Martin,TBR,pitcher,0,3,0
686790,Trevor McDonald,SFG,pitcher,0,1,0
656730,Trevor Megill,MIL,two-way,2,14,0
670950,Trevor Richards,PHI,pitcher,0,2,0
669432,Trevor Rogers,BAL,pitcher,0,6,0
596115,Trevor Story,BOS,batter,35,0,0
694346,Trey Gibson,BAL,pitcher,0,1,0
702056,Trey Yesavage,TOR,pitcher,0,2,0
656484,Tristan Gray,MIN,batter,19,0,0
671976,Tristan Peters,CHW,batter,34,0,0
687859,Troy Johnston,COL,batter,33,0,0
664034,Ty France,SDP,batter,20,0,0
680744,Ty Madden,DET,pitcher,0,1,0
641302,Tyler Alexander,TEX,pitcher,0,16,0
672012,Tyler Black,MIL,batter,8,0,0
699823,Tyler Davis,CHW,pitcher,0,5,0
621053,Tyler Ferguson,ATH,pitcher,0,1,0
671289,Tyler Freeman,COL,batter,21,0,0
656457,Tyler Gilbert,CHW,pitcher,0,2,0
607192,Tyler Glasnow,LAD,pitcher,0,7,0
623168,Tyler Heineman,TOR,two-way,21,2,0
663947,Tyler Holton,DET,pitcher,0,15,0
641755,Tyler Kinley,ATL,pitcher,0,18,0
641816,Tyler Mahle,SFG,pitcher,0,7,0
641933,Tyler O'Neill,BAL,batter,18,0,0
663969,Tyler Phillips,MIA,pitcher,0,11,0
643511,Tyler Rogers,TOR,pitcher,0,17,0
701719,Tyler Samaniego,BOS,pitcher,0,10,0
805326,Tyler Schweitzer,CHW,pitcher,0,1,0
691016,Tyler Soderstrom,ATH,batter,34,0,0
663886,Tyler Stephenson,CIN,batter,30,0,0
686475,Tyler Tolbert,KCR,two-way,7,1,0
700413,Tyler Uberstine,BOS,pitcher,0,1,0
669330,Tyler Wells,BAL,pitcher,0,14,0
621438,Tyrone Taylor,NYM,batter,28,0,0
678368,Valente Bellozo,COL,pitcher,0,3,0
687093,Vaughn Grissom,LAA,batter,18,0,0
605170,Victor Caratini,MIN,batter,26,0,0
645302,Victor Robles,SEA,batter,5,0,0
687363,Victor Scott II,STL,batter,34,0,0
680767,Victor Vodnik,COL,two-way,1,13,0
592826,Vince Velasquez,CHC,pitcher,0,1,0
686469,Vinnie Pasquantino,KCR,batter,35,0,0
665489,Vladimir Guerrero Jr.,TOR,batter,37,0,0
700712,Walbert Urena,LAA,pitcher,0,3,0
700712,Walbert Ureña,LAA,pitcher,0,3,0
621111,Walker Buehler,SDP,pitcher,0,7,0
593974,Wandy Peralta,SDP,pitcher,0,15,0
672761,Wenceel Pérez,DET,batter,23,0,0
642215,Weston Wilson,BAL,two-way,8,2,0
696062,Wilber Dotel,PIT,pitcher,0,3,0
666181,Will Benson,CIN,batter,28,0,0
686823,Will Brennan,SFG,batter,5,0,0
694361,Will Klein,LAD,pitcher,0,10,0
669257,Will Smith,LAD,batter,31,0,0
676684,Will Vest,DET,pitcher,0,13,0
701542,Will Warren,NYY,pitcher,0,8,0
669717,Will Wilson,SEA,batter,2,0,0
650489,Willi Castro,COL,batter,28,0,0
661388,William Contreras,MIL,batter,33,0,0
687531,William Kempner,MIA,pitcher,0,1,0
575929,Willson Contreras,BOS,batter,36,0,0
642715,Willy Adames,SFG,batter,36,0,0
677800,Wilyer Abreu,BOS,batter,36,0,0
694671,Wyatt Langford,TEX,batter,20,0,0
593428,Xander Bogaerts,SDP,batter,35,0,0
669364,Xavier Edwards,MIA,batter,37,0,0
605441,Yacksel Ríos,CHC,pitcher,0,1,0
673237,Yainer Diaz,HOU,batter,26,0,0
650490,Yandy Díaz,TBR,batter,34,0,0
682274,Yaramil Hiraldo,BAL,pitcher,0,3,0
666974,Yennier Cano,BAL,pitcher,0,17,0
660787,Yerry De los Santos,NYY,pitcher,0,2,0
672782,Yoendrys Gómez,TBR,pitcher,0,9,0
670990,Yohan Ramírez,PIT,pitcher,0,16,0
650968,Yohel Pozo,STL,batter,9,0,0
682818,Yohendrick Pinango,TOR,batter,4,0,0
682818,Yohendrick Piñango,TOR,batter,5,0,0
670541,Yordan Alvarez,HOU,batter,38,0,0
808967,Yoshinobu Yamamoto,LAD,pitcher,0,7,0
660162,Yoán Moncada,LAA,batter,33,0,0
579328,Yusei Kikuchi,LAA,pitcher,0,7,0
668678,Zac Gallen,ARI,pitcher,0,7,0
688642,Zach Agnos,COL,pitcher,0,11,0
805904,Zach Cole,HOU,batter,3,0,0
701305,Zach Dezenzo,HOU,batter,1,0,0
621107,Zach Eflin,BAL,pitcher,0,1,0
687209,Zach Maxwell,CIN,pitcher,0,1,0
656716,Zach McKinstry,DET,batter,16,0,0
687263,Zach Neto,LAA,batter,38,0,0
647315,Zach Pop,PHI,pitcher,0,7,0
680869,Zack Gelof,ATH,batter,20,0,0
677161,Zack Kelly,BOS,pitcher,0,13,0
641793,Zack Littell,WSN,pitcher,0,7,0
670097,Zack Short,DET,batter,2,0,0
554430,Zack Wheeler,PHI,pitcher,0,3,0
687849,Zak Kent,WSN,pitcher,0,3,0
