season,seasonPhase,date,gamePk,venue,home,away,roof,temperatureF,feelsLikeF,humidity,precipitationProbability,windMph,windDirection,windOutScore,windOutFlag,windSpeedScore,windScore,temperatureScore,humidityScore,rainScore,coldGameFlag,turfFlag,hrWeatherAdjustment,totalBasesWeatherAdjustment,hitsWeatherAdjustment,pitcherStrikeoutsWeatherAdjustment,pitcherHitsAllowedWeatherAdjustment,pitcherEarnedRunsWeatherAdjustment,weatherConfidence,weatherSummary
2026,regular,2026-04-03,824056,Angel Stadium,LAA,SEA,open,60.1,59.4,78,,4.0,130,0.4,1,0.267,0.107,-0.495,0.56,0,0,0,-0.0011,-0.0011,-0.0013,-0.0004,-0.0012,-0.0016,Medium,Weather mostly neutral.
2026,regular,2026-04-03,825026,Oakland Coliseum,ATH,HOU,open,50.5,48.3,84,,2.7,353,-1.0,0,0.18,-0.18,-0.975,0.68,0,0,0,-0.0113,-0.0076,-0.005,0.0,-0.0052,-0.0063,Medium,cold temperature suppresses carry
2026,regular,2026-04-03,825103,Chase Field,ARI,ATL,retractable,70.6,65.3,26,,4.5,257,0.0,0,0.3,0.0,0.03,-0.48,0,0,1,-0.0006,-0.0004,0.0001,-0.0,0.0001,0.0001,Medium,retractable roof uncertainty halves adjustment
2026,regular,2026-04-03,823240,Oracle Park,SFG,NYM,open,51.8,49.2,75,,2.7,355,-0.4,0,0.18,-0.072,-0.91,0.5,0,0,0,-0.009,-0.0062,-0.0041,0.0,-0.0041,-0.0051,Medium,cold temperature suppresses carry
2026,regular,2026-04-04,824134,Kauffman Stadium,KCR,MIL,open,45.6,39.6,65,,6.0,321,-1.0,0,0.4,-0.4,-1,0.3,0,1,0,-0.0171,-0.0112,-0.0064,0.0,-0.0068,-0.0082,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-04,824622,Rate Field,CHW,TOR,open,47.5,38.3,64,,14.2,259,-0.4,0,0.947,-0.379,-1,0.28,0,1,0,-0.0167,-0.011,-0.0063,0.0,-0.0067,-0.008,Medium,cold temperature suppresses carry
2026,regular,2026-04-04,824132,Kauffman Stadium,KCR,MIL,open,52.6,42.4,43,,14.8,308,-1.0,0,0.987,-0.987,-0.87,-0.14,0,1,0,-0.0289,-0.0182,-0.0094,0.0,-0.0104,-0.0122,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-04,822757,Nationals Park,WSN,LAD,open,77.4,76.5,50,,8.0,189,1.0,1,0.533,0.533,0.37,0.0,0,0,0,0.0144,0.009,0.0047,-0.0032,0.0052,0.0061,Medium,wind appears hitter-friendly
2026,regular,2026-04-04,825027,Oakland Coliseum,ATH,HOU,open,70.4,67.8,41,,3.6,298,-1.0,0,0.24,-0.24,0.02,-0.18,0,0,0,-0.0051,-0.0031,-0.0014,-0.0001,-0.0016,-0.0018,Medium,Weather mostly neutral.
2026,regular,2026-04-04,823404,PNC Park,PIT,BAL,open,74.5,73.0,54,,8.6,184,1.0,1,0.573,0.573,0.225,0.08,0,0,0,0.014,0.0086,0.0043,-0.003,0.0049,0.0057,Medium,wind appears hitter-friendly
2026,regular,2026-04-04,824782,Fenway Park,BOS,SDP,open,37.7,28.6,81,,12.5,90,-1.0,0,0.833,-0.833,-1,0.62,0,1,0,-0.0248,-0.0158,-0.009,0.0,-0.0098,-0.0117,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-04,822920,Globe Life Field,TEX,CIN,retractable,58.1,54.7,67,,6.5,19,-1.0,0,0.433,-0.433,-0.595,0.34,0,0,1,-0.0068,-0.0043,-0.0025,0.0,-0.0027,-0.0032,Medium,wind appears pitcher-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-04,823569,Yankee Stadium,NYY,MIA,open,44.3,38.2,78,,7.9,95,-1.0,0,0.527,-0.527,-1,0.56,0,1,0,-0.0189,-0.0122,-0.0072,0.0,-0.0077,-0.0092,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-04,823730,Target Field,MIN,TBR,open,31.8,22.6,82,,11.1,306,-1.0,0,0.74,-0.74,-1,0.64,0,1,0,-0.0229,-0.0146,-0.0084,0.0,-0.0092,-0.0109,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-04,825104,Chase Field,ARI,ATL,retractable,77.4,70.8,8,,1.7,270,-0.4,0,0.113,-0.045,0.37,-0.84,0,0,1,0.0001,0.0002,0.0006,-0.0006,0.0006,0.0007,Medium,retractable roof uncertainty halves adjustment
2026,regular,2026-04-04,824378,Coors Field,COL,PHI,open,42.0,36.0,51,,2.9,64,-1.0,0,0.193,-0.193,-1,0.02,0,1,0,-0.0138,-0.0093,-0.0052,0.0,-0.0054,-0.0065,Medium,cold temperature suppresses carry
2026,regular,2026-04-04,823239,Oracle Park,SFG,NYM,open,56.9,54.4,57,,1.3,117,-0.4,0,0.087,-0.035,-0.655,0.14,0,0,0,-0.0068,-0.0047,-0.0028,0.0,-0.0029,-0.0036,Medium,Weather mostly neutral.
2026,regular,2026-04-04,824054,Angel Stadium,LAA,SEA,open,67.1,62.2,22,,1.0,6,-1.0,0,0.067,-0.067,-0.145,-0.56,0,0,0,-0.0045,-0.0029,-0.001,0.0,-0.001,-0.0013,Medium,Weather mostly neutral.
2026,regular,2026-04-05,824460,Progressive Field,CLE,CHC,open,40.2,28.7,75,,18.5,291,0.4,1,1,0.4,-1,0.5,0,1,0,-0.0005,-0.0012,-0.0016,-0.0016,-0.0012,-0.0018,Medium,cold temperature suppresses carry; wind appears hitter-friendly
2026,regular,2026-04-05,822756,Nationals Park,WSN,LAD,open,61.3,58.4,75,,9.3,333,-1.0,0,0.62,-0.62,-0.435,0.5,0,0,0,-0.0153,-0.0095,-0.0055,0.0,-0.0061,-0.0071,Medium,wind appears pitcher-friendly
2026,regular,2026-04-05,823405,PNC Park,PIT,BAL,open,46.8,37.1,59,,14.6,276,0.4,1,0.973,0.389,-1,0.18,0,1,0,-0.0017,-0.002,-0.0017,-0.0016,-0.0013,-0.0019,Medium,cold temperature suppresses carry
2026,regular,2026-04-05,824781,Fenway Park,BOS,SDP,open,58.5,55.1,84,,10.6,220,0.4,1,0.707,0.283,-0.575,0.68,0.016,0,0,0.0019,0.0007,-0.0006,-0.0011,-0.0004,-0.0006,Medium,Weather mostly neutral.
2026,regular,2026-04-05,823566,Yankee Stadium,NYY,MIA,open,56.1,53.4,89,,8.4,237,1.0,1,0.56,0.56,-0.695,0.78,0.236,0,0,0.0054,0.0027,0.0001,-0.0022,0.0007,0.0005,Medium,wind appears hitter-friendly
2026,regular,2026-04-05,823729,Target Field,MIN,TBR,open,46.2,40.6,65,,5.4,289,-1.0,0,0.36,-0.36,-1,0.3,0,1,0,-0.0163,-0.0107,-0.0062,0.0,-0.0065,-0.0079,Medium,cold temperature suppresses carry
2026,regular,2026-04-05,824620,Rate Field,CHW,TOR,open,50.3,42.4,45,,8.8,280,-1.0,0,0.587,-0.587,-0.985,-0.1,0,1,0,-0.0219,-0.0141,-0.0075,0.0,-0.008,-0.0096,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-05,824131,Kauffman Stadium,KCR,MIL,open,58.8,54.1,43,,3.7,316,-1.0,0,0.247,-0.247,-0.56,-0.14,0,0,0,-0.011,-0.0072,-0.0037,0.0,-0.004,-0.0048,Medium,Weather mostly neutral.
2026,regular,2026-04-05,822917,Globe Life Field,TEX,CIN,retractable,65.3,60.4,46,,8.0,23,-1.0,0,0.533,-0.533,-0.235,-0.08,0,0,1,-0.0066,-0.0041,-0.0021,0.0,-0.0023,-0.0027,Medium,wind appears pitcher-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-05,825025,Oakland Coliseum,ATH,HOU,open,63.0,60.7,55,,3.5,237,0.0,0,0.233,0.0,-0.35,0.1,0,0,0,-0.0032,-0.0022,-0.0014,0.0,-0.0014,-0.0017,Medium,Weather mostly neutral.
2026,regular,2026-04-05,823238,Oracle Park,SFG,NYM,open,60.8,57.3,67,,8.3,243,1.0,1,0.553,0.553,-0.46,0.34,0,0,0,0.0075,0.0041,0.0015,-0.0022,0.002,0.0021,Medium,wind appears hitter-friendly
2026,regular,2026-04-05,824053,Angel Stadium,LAA,SEA,open,72.8,69.0,30,,3.0,169,1.0,1,0.2,0.2,0.14,-0.4,0,0,0,0.0042,0.0026,0.0018,-0.0012,0.002,0.0023,Medium,Weather mostly neutral.
2026,regular,2026-04-05,825102,Chase Field,ARI,ATL,retractable,87.3,82.4,14,,2.3,39,-0.4,0,0.153,-0.061,0.865,-0.72,0,0,1,0.0026,0.0019,0.0015,-0.0013,0.0015,0.0019,Medium,warm temperature favors carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-05,824296,Comerica Park,DET,STL,open,37.8,30.7,72,,6.7,264,0.4,1,0.447,0.179,-1,0.44,0,1,0,-0.0051,-0.004,-0.0029,-0.0007,-0.0027,-0.0036,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,823002,Tropicana Field,TBR,CHC,dome,72,72,45,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High,Dome environment; weather neutral.
2026,regular,2026-04-06,824456,Progressive Field,CLE,KCR,open,38.9,31.4,86,,9.9,275,0.4,1,0.66,0.264,-1,0.72,0.032,1,0,-0.0027,-0.0025,-0.0025,-0.0011,-0.0022,-0.003,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,823401,PNC Park,PIT,SDP,open,42.8,38.9,85,,2.9,358,-1.0,0,0.193,-0.193,-1,0.7,0.016,1,0,-0.0118,-0.008,-0.0052,0.0,-0.0054,-0.0066,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,823886,loanDepot park,MIA,CIN,retractable,72.3,76.4,85,,6.2,74,-1.0,0,0.413,-0.413,0.115,0.7,0,0,1,-0.0025,-0.0014,-0.001,-0.0002,-0.0012,-0.0014,Medium,wind appears pitcher-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-06,822755,Nationals Park,WSN,STL,open,53.6,50.8,59,,0.9,90,-0.4,0,0.06,-0.024,-0.82,0.18,0,0,0,-0.0081,-0.0057,-0.0034,0.0,-0.0034,-0.0043,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,824783,Fenway Park,BOS,MIL,open,39.0,31.7,55,,5.8,278,1.0,1,0.387,0.387,-1,0.1,0,1,0,-0.002,-0.0022,-0.0017,-0.0015,-0.0013,-0.0019,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,822832,Rogers Centre,TOR,LAD,retractable,32.2,27.1,90,,2.1,141,0.4,1,0.14,0.056,-1,0.8,0,1,1,-0.0032,-0.0024,-0.0018,-0.0001,-0.0018,-0.0023,Medium,cold temperature suppresses carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-06,823728,Target Field,MIN,DET,open,26.2,18.0,56,,5.3,8,-1.0,0,0.353,-0.353,-1,0.12,0,1,0,-0.0167,-0.011,-0.0061,0.0,-0.0065,-0.0078,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,824619,Rate Field,CHW,BAL,open,35.2,26.7,81,,10.4,32,-0.4,0,0.693,-0.277,-1,0.62,0,1,0,-0.0137,-0.0091,-0.0057,0.0,-0.0059,-0.0072,Medium,cold temperature suppresses carry
2026,regular,2026-04-06,822918,Globe Life Field,TEX,SEA,retractable,57.3,53.6,61,,5.1,43,-1.0,0,0.34,-0.34,-0.635,0.22,0,0,1,-0.0062,-0.004,-0.0023,0.0,-0.0025,-0.0029,Medium,retractable roof uncertainty halves adjustment
2026,regular,2026-04-06,824052,Angel Stadium,LAA,ATL,open,65.1,65.7,64,,0.6,259,0.4,1,0.04,0.016,-0.245,0.28,0,0,0,-0.0013,-0.001,-0.0009,-0.0001,-0.0009,-0.0011,Medium,Weather mostly neutral.
2026,regular,2026-04-06,823237,Oracle Park,SFG,PHI,open,57.0,54.7,75,,5.1,227,1.0,1,0.34,0.34,-0.65,0.5,0,0,0,0.0018,0.0005,-0.0006,-0.0014,-0.0002,-0.0005,Medium,Weather mostly neutral.
2026,regular,2026-04-07,824457,Progressive Field,CLE,KCR,open,28.9,21.5,58,,5.7,15,-1.0,0,0.38,-0.38,-1,0.16,0,1,0,-0.0171,-0.0112,-0.0063,0.0,-0.0067,-0.008,Medium,cold temperature suppresses carry
2026,regular,2026-04-07,824618,Rate Field,CHW,BAL,open,34.0,27.1,65,,4.5,74,0.4,1,0.3,0.12,-1,0.3,0,1,0,-0.0067,-0.005,-0.0033,-0.0005,-0.0032,-0.004,Medium,cold temperature suppresses carry
2026,regular,2026-04-07,823648,Citi Field,NYM,ARI,open,40.8,31.1,34,,9.1,316,0.0,0,0.607,0.0,-1,-0.32,0,1,0,-0.011,-0.0076,-0.004,0.0,-0.004,-0.005,Medium,cold temperature suppresses carry
2026,regular,2026-04-07,823402,PNC Park,PIT,SDP,open,31.8,24.1,63,,5.8,9,-1.0,0,0.387,-0.387,-1,0.26,0,1,0,-0.017,-0.0111,-0.0063,0.0,-0.0067,-0.0081,Medium,cold temperature suppresses carry
2026,regular,2026-04-07,822999,Tropicana Field,TBR,CHC,dome,72,72,45,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High,Dome environment; weather neutral.
2026,regular,2026-04-07,823887,loanDepot park,MIA,CIN,retractable,70.6,74.3,89,,6.9,341,-0.4,0,0.46,-0.184,0.03,0.78,0,0,1,-0.0005,-0.0002,-0.0005,-0.0,-0.0006,-0.0007,Medium,retractable roof uncertainty halves adjustment
2026,regular,2026-04-07,822754,Nationals Park,WSN,STL,open,44.2,36.7,45,,6.0,6,-1.0,0,0.4,-0.4,-1,-0.1,0,1,0,-0.0183,-0.012,-0.0064,0.0,-0.0068,-0.0082,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-07,824780,Fenway Park,BOS,MIL,open,35.3,25.2,56,,11.8,296,1.0,1,0.787,0.787,-1,0.12,0,1,0,0.0061,0.0027,0.0007,-0.0031,0.0015,0.0013,Medium,cold temperature suppresses carry; wind appears hitter-friendly
2026,regular,2026-04-07,823567,Yankee Stadium,NYY,ATH,open,34.2,24.4,52,,10.1,332,0.4,1,0.673,0.269,-1,0.04,0,1,0,-0.0045,-0.0037,-0.0024,-0.0011,-0.0021,-0.0028,Medium,cold temperature suppresses carry
2026,regular,2026-04-07,822831,Rogers Centre,TOR,LAD,retractable,24.8,16.9,64,,5.1,332,-0.4,0,0.34,-0.136,-1,0.28,0,1,1,-0.0059,-0.004,-0.0024,0.0,-0.0025,-0.003,Medium,cold temperature suppresses carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-07,822916,Globe Life Field,TEX,SEA,retractable,56.9,54.4,68,,3.7,102,0.4,1,0.247,0.099,-0.655,0.36,0,0,1,-0.0017,-0.0013,-0.001,-0.0002,-0.001,-0.0012,Medium,retractable roof uncertainty halves adjustment
2026,regular,2026-04-07,824375,Coors Field,COL,HOU,open,47.4,41.0,53,,5.8,46,-1.0,0,0.387,-0.387,-1,0.06,0,1,0,-0.0176,-0.0115,-0.0063,0.0,-0.0067,-0.0081,Medium,cold temperature suppresses carry
2026,regular,2026-04-07,824051,Angel Stadium,LAA,ATL,open,59.4,61.5,93,,0.6,135,1.0,1,0.04,0.04,-0.53,0.86,0,0,0,-0.0019,-0.0015,-0.0019,-0.0002,-0.0018,-0.0023,Medium,Weather mostly neutral.
2026,regular,2026-04-07,823235,Oracle Park,SFG,PHI,open,53.4,49.1,81,,8.8,256,1.0,1,0.587,0.587,-0.83,0.62,0,0,0,0.0053,0.0025,0.0002,-0.0023,0.0008,0.0005,Medium,cold temperature suppresses carry; wind appears hitter-friendly
2026,regular,2026-04-08,823403,PNC Park,PIT,SDP,open,57.7,52.4,30,,6.8,146,0.4,1,0.453,0.181,-0.615,-0.4,0,0,0,-0.0037,-0.0029,-0.0014,-0.0007,-0.0012,-0.0016,Medium,Weather mostly neutral.
2026,regular,2026-04-08,824455,Progressive Field,CLE,KCR,open,49.4,43.9,42,,3.4,116,0.0,0,0.227,0.0,-1,-0.16,0,1,0,-0.0105,-0.0073,-0.004,0.0,-0.004,-0.005,Medium,cold temperature suppresses carry
2026,regular,2026-04-08,824779,Fenway Park,BOS,MIL,open,39.2,31.6,52,,6.1,95,-1.0,0,0.407,-0.407,-1,0.04,0,1,0,-0.018,-0.0118,-0.0064,0.0,-0.0068,-0.0083,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-08,824617,Rate Field,CHW,BAL,open,64.8,57.4,45,,13.1,185,0.4,1,0.873,0.349,-0.26,-0.1,0,0,0,0.0041,0.0022,0.0011,-0.0014,0.0014,0.0015,Medium,Weather mostly neutral.
2026,regular,2026-04-08,822915,Globe Life Field,TEX,SEA,retractable,76.8,73.5,36,,6.8,182,1.0,1,0.453,0.453,0.34,-0.28,0,0,1,0.0058,0.0036,0.002,-0.0014,0.0023,0.0027,Medium,wind appears hitter-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-08,822833,Rogers Centre,TOR,LAD,retractable,36.4,29.2,75,,7.0,74,-1.0,0,0.467,-0.467,-1,0.5,0,1,1,-0.0089,-0.0058,-0.0034,0.0,-0.0036,-0.0044,Medium,cold temperature suppresses carry; wind appears pitcher-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-08,823234,Oracle Park,SFG,PHI,open,61.1,57.9,73,,9.4,255,1.0,1,0.627,0.627,-0.445,0.46,0,0,0,0.0095,0.0053,0.002,-0.0025,0.0026,0.0028,Medium,wind appears hitter-friendly
2026,regular,2026-04-08,822753,Nationals Park,WSN,STL,open,46.0,39.4,48,,4.8,109,0.4,1,0.32,0.128,-1,-0.04,0,1,0,-0.0076,-0.0055,-0.0032,-0.0005,-0.0031,-0.004,Medium,cold temperature suppresses carry
2026,regular,2026-04-08,824050,Angel Stadium,LAA,ATL,open,67.0,67.6,72,,4.6,209,1.0,1,0.307,0.307,-0.15,0.44,0,0,0,0.006,0.0035,0.0012,-0.0012,0.0015,0.0017,Medium,Weather mostly neutral.
2026,regular,2026-04-08,823646,Citi Field,NYM,ARI,open,38.8,31.6,59,,5.8,167,0.4,1,0.387,0.155,-1,0.18,0,1,0,-0.0064,-0.0048,-0.0031,-0.0006,-0.0029,-0.0038,Medium,cold temperature suppresses carry
2026,regular,2026-04-08,823000,Tropicana Field,TBR,CHC,dome,72,72,45,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High,Dome environment; weather neutral.
2026,regular,2026-04-08,823885,loanDepot park,MIA,CIN,retractable,71.9,71.2,84,,16.6,52,-1.0,0,1,-1.0,0.095,0.68,0,0,1,-0.0085,-0.005,-0.0028,-0.0001,-0.0033,-0.0038,Medium,wind appears pitcher-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-08,823564,Yankee Stadium,NYY,ATH,open,37.6,31.3,71,,4.7,170,0.4,1,0.313,0.125,-1,0.42,0,1,0,-0.0062,-0.0047,-0.0032,-0.0005,-0.0031,-0.004,Medium,cold temperature suppresses carry
2026,regular,2026-04-08,823726,Target Field,MIN,DET,open,40.1,30.3,58,,12.4,292,-1.0,0,0.827,-0.827,-1,0.16,0,1,0,-0.0261,-0.0166,-0.009,0.0,-0.0098,-0.0116,Medium,cold temperature suppresses carry; wind appears pitcher-friendly
2026,regular,2026-04-09,823884,loanDepot park,MIA,CIN,retractable,75.8,79.0,76,,13.1,47,-1.0,0,0.873,-0.873,0.29,0.52,0.016,0,1,-0.0065,-0.0037,-0.0021,-0.0004,-0.0025,-0.0028,Medium,wind appears pitcher-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-09,823565,Yankee Stadium,NYY,ATH,open,47.3,39.6,52,,8.5,162,0.4,1,0.567,0.227,-1,0.04,0,1,0,-0.0053,-0.0042,-0.0026,-0.0009,-0.0024,-0.0032,Medium,cold temperature suppresses carry
2026,regular,2026-04-09,823724,Target Field,MIN,DET,open,45.1,38.6,56,,5.8,306,-1.0,0,0.387,-0.387,-1,0.12,0,1,0,-0.0174,-0.0114,-0.0063,0.0,-0.0067,-0.0081,Medium,cold temperature suppresses carry
2026,regular,2026-04-09,823645,Citi Field,NYM,ARI,open,40.8,35.6,87,,5.5,169,0.4,1,0.367,0.147,-1,0.74,0,1,0,-0.0048,-0.0038,-0.0031,-0.0006,-0.003,-0.0038,Medium,cold temperature suppresses carry
2026,regular,2026-04-09,824130,Kauffman Stadium,KCR,CHW,open,68.0,65.0,61,,10.1,225,0.4,1,0.673,0.269,-0.1,0.22,0,0,0,0.005,0.003,0.0012,-0.0011,0.0015,0.0017,Medium,Weather mostly neutral.
2026,regular,2026-04-09,823319,Petco Park,SDP,COL,open,60.1,62.3,96,,1.6,168,0.4,1,0.107,0.043,-0.495,0.92,0,0,0,-0.0013,-0.0011,-0.0017,-0.0002,-0.0017,-0.0021,Medium,Weather mostly neutral.
2026,regular,2026-04-10,823482,Citizens Bank Park,PHI,ARI,open,54.0,49.2,72,,8.3,194,1.0,1,0.553,0.553,-0.8,0.44,0,0,0,0.0044,0.0019,0.0001,-0.0022,0.0007,0.0004,Medium,cold temperature suppresses carry; wind appears hitter-friendly
2026,regular,2026-04-10,824297,Comerica Park,DET,MIA,open,44.4,40.6,84,,3.3,352,-1.0,0,0.22,-0.22,-1,0.68,0,1,0,-0.0124,-0.0083,-0.0053,0.0,-0.0055,-0.0068,Medium,cold temperature suppresses carry
2026,regular,2026-04-10,824534,Great American Ball Park,CIN,LAA,open,60.2,58.8,88,,8.4,319,-1.0,0,0.56,-0.56,-0.49,0.76,0,0,0,-0.0138,-0.0086,-0.0053,0.0,-0.0059,-0.0069,Medium,wind appears pitcher-friendly
2026,regular,2026-04-10,822829,Rogers Centre,TOR,MIN,retractable,37.6,31.3,87,,6.8,324,0.0,0,0.453,0.0,-1,0.74,0,1,1,-0.0039,-0.0028,-0.002,0.0,-0.002,-0.0025,Medium,cold temperature suppresses carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-10,823643,Citi Field,NYM,ATH,open,50.5,45.4,68,,6.8,194,1.0,1,0.453,0.453,-0.975,0.36,0,0,0,0.0004,-0.0007,-0.0012,-0.0018,-0.0007,-0.0012,Medium,cold temperature suppresses carry; wind appears hitter-friendly
2026,regular,2026-04-10,822997,Tropicana Field,TBR,NYY,dome,72,72,45,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High,Dome environment; weather neutral.
2026,regular,2026-04-10,824858,Oriole Park at Camden Yards,BAL,SFG,open,58.0,54.7,59,,4.3,190,0.4,1,0.287,0.115,-0.6,0.18,0,0,0,-0.0032,-0.0025,-0.0017,-0.0005,-0.0016,-0.0021,Medium,Weather mostly neutral.
2026,regular,2026-04-10,824941,Truist Park,ATL,CLE,open,64.7,62.4,45,,1.2,163,1.0,1,0.08,0.08,-0.265,-0.1,0,0,0,-0.0013,-0.0011,-0.0006,-0.0003,-0.0005,-0.0007,Medium,Weather mostly neutral.
2026,regular,2026-04-10,824128,Kauffman Stadium,KCR,CHW,open,52.4,48.9,85,,7.3,101,1.0,1,0.487,0.487,-0.88,0.7,0,0,0,0.003,0.0011,-0.0006,-0.0019,-0.0001,-0.0005,Medium,cold temperature suppresses carry; wind appears hitter-friendly
2026,regular,2026-04-10,823808,American Family Field,MIL,WSN,retractable,36.1,30.9,85,,3.4,176,1.0,1,0.227,0.227,-1,0.7,0,1,1,-0.0017,-0.0014,-0.0013,-0.0005,-0.0012,-0.0016,Medium,cold temperature suppresses carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-10,823076,Busch Stadium,STL,BOS,open,63.4,58.5,54,,9.5,188,1.0,1,0.633,0.633,-0.33,0.08,0,0,0,0.0096,0.0054,0.0025,-0.0025,0.0031,0.0034,Medium,wind appears hitter-friendly
2026,regular,2026-04-10,823318,Petco Park,SDP,COL,open,62.3,64.5,90,,2.1,321,-1.0,0,0.14,-0.14,-0.385,0.8,0,0,0,-0.0043,-0.0028,-0.0024,0.0,-0.0025,-0.003,Medium,Weather mostly neutral.
2026,regular,2026-04-10,823156,T-Mobile Park,SEA,HOU,retractable,47.8,44.2,80,,3.7,31,-1.0,0,0.247,-0.247,-1,0.6,0,1,1,-0.0066,-0.0044,-0.0027,0.0,-0.0029,-0.0035,Medium,cold temperature suppresses carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-11,823480,Citizens Bank Park,PHI,ARI,open,65.2,58.0,29,,7.9,331,-0.4,0,0.527,-0.211,-0.24,-0.42,0,0,0,-0.0079,-0.005,-0.0022,0.0,-0.0024,-0.0029,Medium,Weather mostly neutral.
2026,regular,2026-04-11,824294,Comerica Park,DET,MIA,open,48.8,43.4,48,,5.1,92,0.0,0,0.34,0.0,-1,-0.04,0,1,0,-0.0101,-0.0071,-0.004,0.0,-0.004,-0.005,Medium,cold temperature suppresses carry
2026,regular,2026-04-11,824697,Wrigley Field,CHC,PIT,open,45.3,40.6,80,,5.4,64,-1.0,0,0.36,-0.36,-1,0.6,0,1,0,-0.0154,-0.0101,-0.0062,0.0,-0.0065,-0.0079,Medium,cold temperature suppresses carry
2026,regular,2026-04-11,822830,Rogers Centre,TOR,MIN,retractable,45.5,41.2,60,,1.2,270,1.0,1,0.08,0.08,-1,0.2,0,1,1,-0.0039,-0.0028,-0.0018,-0.0002,-0.0017,-0.0022,Medium,cold temperature suppresses carry; retractable roof uncertainty halves adjustment
2026,regular,2026-04-11,824535,Great American Ball Park,CIN,LAA,open,64.6,60.0,37,,4.0,63,-0.4,0,0.267,-0.107,-0.27,-0.26,0,0,0,-0.0056,-0.0037,-0.0017,0.0,-0.0018,-0.0022,Medium,Weather mostly neutral.
2026,regular,2026-04-11,823644,Citi Field,NYM,ATH,open,58.5,49.7,24,,8.8,316,0.0,0,0.587,0.0,-0.575,-0.52,0,0,0,-0.0073,-0.0051,-0.0023,0.0,-0.0023,-0.0029,Medium,Weather mostly neutral.
2026,regular,2026-04-11,824129,Kauffman Stadium,KCR,CHW,open,70.8,69.3,68,,11.2,177,1.0,1,0.747,0.747,0.04,0.36,0,0,0,0.0164,0.01,0.0046,-0.0031,0.0054,0.0062,Medium,wind appears hitter-friendly
2026,regular,2026-04-11,822996,Tropicana Field,TBR,NYY,dome,72,72,45,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,High,Dome environment; weather neutral.
2026,regular,2026-04-11,823805,American Family Field,MIL,WSN,retractable,46.3,39.8,71,,8.5,163,1.0,1,0.567,0.567,-1,0.42,0,1,1,0.0013,0.0003,-0.0003,-0.0011,-0.0,-0.0002,Medium,cold temperature suppresses carry; wind appears hitter-friendly; retractable roof uncertainty halves adjustment
2026,regular,2026-04-11,824857,Oriole Park at Camden Yards,BAL,SFG,open,56.3,52.3,50,,2.6,50,-1.0,0,0.173,-0.173,-0.685,0.0,0,0,0,-0.0103,-0.0069,-0.0038,0.0,-0.004,-0.0048,Medium,Weather mostly neutral.
2026,regular,2026-04-11,824939,Truist Park,ATL,CLE,open,68.7,65.1,37,,3.6,194,1.0,1,0.24,0.24,-0.065,-0.26,0,0,0,0.0034,0.0019,0.0012,-0.001,0.0014,0.0016,Medium,Weather mostly neutral.
2026,regular,2026-04-11,823316,Petco Park,SDP,COL,open,62.3,62.9,78,,2.7,235,-0.4,0,0.18,-0.072,-0.385,0.56,0,0,0,-0.0036,-0.0024,-0.002,0.0,-0.002,-0.0025,Medium,Weather mostly neutral.
2026,regular,2026-04-11,823967,Dodger Stadium,LAD,TEX,open,59.2,59.6,84,,2.2,198,1.0,1,0.147,0.147,-0.54,0.68,0,0,0,-0.0004,-0.0007,-0.0013,-0.0006,-0.0011,-0.0015,Medium,Weather mostly neutral.
