season,seasonPhase,date,gamePk,gameDate,venue,home,away,latitude,longitude,roof,weatherSource,matchedHour,temperatureF,feelsLikeF,humidity,precipitationProbability,precipitation,windMph,windDirection,windGustMph,pressureMsl,cloudCover,parkSurface,updatedAt
2026,regular,2026-04-03,824377,2026-04-03T20:10:00Z,Coors Field,COL,PHI,39.7559,-104.9942,open,open_meteo_archive,2026-04-03T20:00,45.7,40.0,44,,,2.2,339,13.6,1019.3,98,grass,2026-05-07T08:00:38.274886+00:00
2026,regular,2026-04-03,823406,2026-04-03T20:12:00Z,PNC Park,PIT,BAL,40.4469,-80.0057,open,open_meteo_archive,2026-04-03T20:00,70.4,70.2,70,,,8.8,227,15.2,1018.9,100,grass,2026-05-07T08:00:38.928872+00:00
2026,regular,2026-04-03,824056,2026-04-04T01:38:00Z,Angel Stadium,LAA,SEA,33.8003,-117.8827,open,open_meteo_archive,2026-04-03T01:00,60.1,59.4,78,,,4.0,130,10.7,1015.0,7,grass,2026-05-07T08:00:39.568359+00:00
2026,regular,2026-04-03,825026,2026-04-04T01:40:00Z,Oakland Coliseum,ATH,HOU,37.7516,-122.2005,open,open_meteo_archive,2026-04-03T01:00,50.5,48.3,84,,,2.7,353,6.7,1020.1,,grass,2026-05-07T08:00:40.230112+00:00
2026,regular,2026-04-03,825103,2026-04-04T01:45:00Z,Chase Field,ARI,ATL,33.4455,-112.0667,retractable,open_meteo_archive,2026-04-03T01:00,70.6,65.3,26,,,4.5,257,9.8,1009.9,,turf,2026-05-07T08:00:40.909555+00:00
2026,regular,2026-04-03,823240,2026-04-04T02:15:00Z,Oracle Park,SFG,NYM,37.7786,-122.3893,open,open_meteo_archive,2026-04-03T02:00,51.8,49.2,75,,,2.7,355,6.0,1020.0,,grass,2026-05-07T08:00:42.612494+00:00
2026,regular,2026-04-04,824134,2026-04-04T23:10:00Z,Kauffman Stadium,KCR,MIL,39.0517,-94.4803,open,open_meteo_archive,2026-04-04T23:00,45.6,39.6,65,,,6.0,321,14.1,1025.9,,grass,2026-05-07T08:00:44.004897+00:00
2026,regular,2026-04-04,824622,2026-04-04T18:10:00Z,Rate Field,CHW,TOR,41.83,-87.6339,open,open_meteo_archive,2026-04-04T18:00,47.5,38.3,64,,,14.2,259,38.5,1012.8,100,grass,2026-05-07T08:01:21.396463+00:00
2026,regular,2026-04-04,824132,2026-04-04T18:10:00Z,Kauffman Stadium,KCR,MIL,39.0517,-94.4803,open,open_meteo_archive,2026-04-04T18:00,52.6,42.4,43,,,14.8,308,32.2,1021.9,43,grass,2026-05-07T08:01:22.435818+00:00
2026,regular,2026-04-04,822757,2026-04-04T20:05:00Z,Nationals Park,WSN,LAD,38.873,-77.0074,open,open_meteo_archive,2026-04-04T20:00,77.4,76.5,50,,,8.0,189,20.1,1015.4,48,grass,2026-05-07T08:01:23.085726+00:00
2026,regular,2026-04-04,825027,2026-04-04T20:05:00Z,Oakland Coliseum,ATH,HOU,37.7516,-122.2005,open,open_meteo_archive,2026-04-04T20:00,70.4,67.8,41,,,3.6,298,8.7,1016.9,99,grass,2026-05-07T08:01:23.768625+00:00
2026,regular,2026-04-04,823404,2026-04-04T20:05:00Z,PNC Park,PIT,BAL,40.4469,-80.0057,open,open_meteo_archive,2026-04-04T20:00,74.5,73.0,54,,,8.6,184,15.0,1010.0,99,grass,2026-05-07T08:01:24.424413+00:00
2026,regular,2026-04-04,824782,2026-04-04T20:10:00Z,Fenway Park,BOS,SDP,42.3467,-71.0972,open,open_meteo_archive,2026-04-04T20:00,37.7,28.6,81,,,12.5,90,28.6,1028.6,100,grass,2026-05-07T08:01:25.064480+00:00
2026,regular,2026-04-04,822920,2026-04-04T23:05:00Z,Globe Life Field,TEX,CIN,32.7473,-97.0842,retractable,open_meteo_archive,2026-04-04T23:00,58.1,54.7,67,,,6.5,19,13.4,1024.8,90,turf,2026-05-07T08:01:25.727708+00:00
2026,regular,2026-04-04,823569,2026-04-04T23:05:00Z,Yankee Stadium,NYY,MIA,40.8296,-73.9262,open,open_meteo_archive,2026-04-04T23:00,44.3,38.2,78,,,7.9,95,19.0,1023.2,100,grass,2026-05-07T08:01:26.400560+00:00
2026,regular,2026-04-04,823730,2026-04-04T23:10:00Z,Target Field,MIN,TBR,44.9817,-93.2776,open,open_meteo_archive,2026-04-04T23:00,31.8,22.6,82,,,11.1,306,24.8,1018.4,88,grass,2026-05-07T08:01:27.056759+00:00
2026,regular,2026-04-04,825104,2026-04-04T23:15:00Z,Chase Field,ARI,ATL,33.4455,-112.0667,retractable,open_meteo_archive,2026-04-04T23:00,77.4,70.8,8,,,1.7,270,6.9,1012.9,98,turf,2026-05-07T08:01:27.704241+00:00
2026,regular,2026-04-04,824378,2026-04-05T00:10:00Z,Coors Field,COL,PHI,39.7559,-104.9942,open,open_meteo_archive,2026-04-04T00:00,42.0,36.0,51,,,2.9,64,13.0,1024.1,36,grass,2026-05-07T08:01:28.333285+00:00
2026,regular,2026-04-04,823239,2026-04-05T01:05:00Z,Oracle Park,SFG,NYM,37.7786,-122.3893,open,open_meteo_archive,2026-04-04T01:00,56.9,54.4,57,,,1.3,117,4.0,1019.4,95,grass,2026-05-07T08:01:28.977984+00:00
2026,regular,2026-04-04,824054,2026-04-05T01:38:00Z,Angel Stadium,LAA,SEA,33.8003,-117.8827,open,open_meteo_archive,2026-04-04T01:00,67.1,62.2,22,,,1.0,6,1.8,1016.9,,grass,2026-05-07T08:01:29.611461+00:00
2026,regular,2026-04-05,824460,2026-04-05T17:15:00Z,Progressive Field,CLE,CHC,41.4962,-81.6852,open,open_meteo_archive,2026-04-05T17:00,40.2,28.7,75,,,18.5,291,24.4,1018.0,54,grass,2026-05-07T08:01:30.255262+00:00
2026,regular,2026-04-05,822756,2026-04-05T17:35:00Z,Nationals Park,WSN,LAD,38.873,-77.0074,open,open_meteo_archive,2026-04-05T17:00,61.3,58.4,75,,,9.3,333,21.7,1011.0,100,grass,2026-05-07T08:02:06.083809+00:00
2026,regular,2026-04-05,823405,2026-04-05T17:35:00Z,PNC Park,PIT,BAL,40.4469,-80.0057,open,open_meteo_archive,2026-04-05T17:00,46.8,37.1,59,,,14.6,276,35.3,1016.6,100,grass,2026-05-07T08:02:06.750076+00:00
2026,regular,2026-04-05,824781,2026-04-05T17:35:00Z,Fenway Park,BOS,SDP,42.3467,-71.0972,open,open_meteo_archive,2026-04-05T17:00,58.5,55.1,84,,0.004,10.6,220,22.8,1005.6,100,grass,2026-05-07T08:02:07.404479+00:00
2026,regular,2026-04-05,823566,2026-04-05T17:35:00Z,Yankee Stadium,NYY,MIA,40.8296,-73.9262,open,open_meteo_archive,2026-04-05T17:00,56.1,53.4,89,,0.059,8.4,237,19.7,1007.7,100,grass,2026-05-07T08:02:08.087474+00:00
2026,regular,2026-04-05,823729,2026-04-05T18:10:00Z,Target Field,MIN,TBR,44.9817,-93.2776,open,open_meteo_archive,2026-04-05T18:00,46.2,40.6,65,,,5.4,289,16.1,1020.8,2,grass,2026-05-07T08:02:08.749051+00:00
2026,regular,2026-04-05,824620,2026-04-05T18:10:00Z,Rate Field,CHW,TOR,41.83,-87.6339,open,open_meteo_archive,2026-04-05T18:00,50.3,42.4,45,,,8.8,280,23.3,1021.8,,grass,2026-05-07T08:02:09.383129+00:00
2026,regular,2026-04-05,824131,2026-04-05T18:10:00Z,Kauffman Stadium,KCR,MIL,39.0517,-94.4803,open,open_meteo_archive,2026-04-05T18:00,58.8,54.1,43,,,3.7,316,12.1,1026.6,,grass,2026-05-07T08:02:10.053454+00:00
2026,regular,2026-04-05,822917,2026-04-05T18:35:00Z,Globe Life Field,TEX,CIN,32.7473,-97.0842,retractable,open_meteo_archive,2026-04-05T18:00,65.3,60.4,46,,,8.0,23,20.6,1025.7,100,turf,2026-05-07T08:02:12.866851+00:00
2026,regular,2026-04-05,825025,2026-04-05T20:05:00Z,Oakland Coliseum,ATH,HOU,37.7516,-122.2005,open,open_meteo_archive,2026-04-05T20:00,63.0,60.7,55,,,3.5,237,12.1,1015.2,75,grass,2026-05-07T08:02:48.697338+00:00
2026,regular,2026-04-05,823238,2026-04-05T20:05:00Z,Oracle Park,SFG,NYM,37.7786,-122.3893,open,open_meteo_archive,2026-04-05T20:00,60.8,57.3,67,,,8.3,243,20.4,1015.0,79,grass,2026-05-07T08:02:51.141810+00:00
2026,regular,2026-04-05,824053,2026-04-05T20:07:00Z,Angel Stadium,LAA,SEA,33.8003,-117.8827,open,open_meteo_archive,2026-04-05T20:00,72.8,69.0,30,,,3.0,169,7.6,1014.2,100,grass,2026-05-07T08:02:51.919485+00:00
2026,regular,2026-04-05,825102,2026-04-05T20:10:00Z,Chase Field,ARI,ATL,33.4455,-112.0667,retractable,open_meteo_archive,2026-04-05T20:00,87.3,82.4,14,,,2.3,39,5.1,1009.8,100,turf,2026-05-07T08:02:52.594567+00:00
2026,regular,2026-04-05,824296,2026-04-05T23:20:00Z,Comerica Park,DET,STL,42.339,-83.0485,open,open_meteo_archive,2026-04-05T23:00,37.8,30.7,72,,,6.7,264,13.2,1022.1,13,grass,2026-05-07T08:02:53.262091+00:00
2026,regular,2026-04-06,823002,2026-04-06T20:10:00Z,Tropicana Field,TBR,CHC,27.7682,-82.6534,dome,dome_weather_neutral,,72,72,45,,,,,,,,turf,2026-05-07T08:02:53.262120+00:00
2026,regular,2026-04-06,824456,2026-04-06T22:10:00Z,Progressive Field,CLE,KCR,41.4962,-81.6852,open,open_meteo_archive,2026-04-06T22:00,38.9,31.4,86,,0.008,9.9,275,11.2,1021.6,50,grass,2026-05-07T08:02:53.910609+00:00
2026,regular,2026-04-06,823401,2026-04-06T22:40:00Z,PNC Park,PIT,SDP,40.4469,-80.0057,open,open_meteo_archive,2026-04-06T22:00,42.8,38.9,85,,0.004,2.9,358,6.5,1020.7,76,grass,2026-05-07T08:02:54.590324+00:00
2026,regular,2026-04-06,823886,2026-04-06T22:40:00Z,loanDepot park,MIA,CIN,25.7781,-80.2197,retractable,open_meteo_archive,2026-04-06T22:00,72.3,76.4,85,,,6.2,74,15.2,1014.1,70,turf,2026-05-07T08:02:55.277646+00:00
2026,regular,2026-04-06,822755,2026-04-06T22:45:00Z,Nationals Park,WSN,STL,38.873,-77.0074,open,open_meteo_archive,2026-04-06T22:00,53.6,50.8,59,,,0.9,90,2.2,1019.3,64,grass,2026-05-07T08:02:55.934641+00:00
2026,regular,2026-04-06,824783,2026-04-06T22:45:00Z,Fenway Park,BOS,MIL,42.3467,-71.0972,open,open_meteo_archive,2026-04-06T22:00,39.0,31.7,55,,,5.8,278,17.7,1019.3,,grass,2026-05-07T08:02:56.562208+00:00
2026,regular,2026-04-06,822832,2026-04-06T23:07:00Z,Rogers Centre,TOR,LAD,43.6414,-79.3894,retractable,open_meteo_archive,2026-04-06T23:00,32.2,27.1,90,,,2.1,141,6.0,1017.8,100,turf,2026-05-07T08:02:57.216813+00:00
2026,regular,2026-04-06,823728,2026-04-06T23:40:00Z,Target Field,MIN,DET,44.9817,-93.2776,open,open_meteo_archive,2026-04-06T23:00,26.2,18.0,56,,,5.3,8,13.4,1033.7,,grass,2026-05-07T08:02:57.887563+00:00
2026,regular,2026-04-06,824619,2026-04-06T23:40:00Z,Rate Field,CHW,BAL,41.83,-87.6339,open,open_meteo_archive,2026-04-06T23:00,35.2,26.7,81,,,10.4,32,24.6,1029.1,93,grass,2026-05-07T08:02:58.536999+00:00
2026,regular,2026-04-06,822918,2026-04-07T00:05:00Z,Globe Life Field,TEX,SEA,32.7473,-97.0842,retractable,open_meteo_archive,2026-04-06T00:00,57.3,53.6,61,,,5.1,43,9.6,1026.5,99,turf,2026-05-07T08:02:59.196203+00:00
2026,regular,2026-04-06,824052,2026-04-07T01:38:00Z,Angel Stadium,LAA,ATL,33.8003,-117.8827,open,open_meteo_archive,2026-04-06T01:00,65.1,65.7,64,,,0.6,259,4.7,1015.2,100,grass,2026-05-07T08:03:35.068811+00:00
2026,regular,2026-04-06,823237,2026-04-07T01:45:00Z,Oracle Park,SFG,PHI,37.7786,-122.3893,open,open_meteo_archive,2026-04-06T01:00,57.0,54.7,75,,,5.1,227,13.2,1016.4,2,grass,2026-05-07T08:03:35.724701+00:00
2026,regular,2026-04-07,824457,2026-04-07T17:10:00Z,Progressive Field,CLE,KCR,41.4962,-81.6852,open,open_meteo_archive,2026-04-07T17:00,28.9,21.5,58,,,5.7,15,11.0,1035.1,,grass,2026-05-07T08:03:36.384497+00:00
2026,regular,2026-04-07,824618,2026-04-07T19:10:00Z,Rate Field,CHW,BAL,41.83,-87.6339,open,open_meteo_archive,2026-04-07T19:00,34.0,27.1,65,,,4.5,74,14.1,1031.3,100,grass,2026-05-07T08:03:37.068430+00:00
2026,regular,2026-04-07,823648,2026-04-07T20:10:00Z,Citi Field,NYM,ARI,40.7571,-73.8458,open,open_meteo_archive,2026-04-07T20:00,40.8,31.1,34,,,9.1,316,27.1,1029.0,,grass,2026-05-07T08:03:37.721486+00:00
2026,regular,2026-04-07,823402,2026-04-07T22:40:00Z,PNC Park,PIT,SDP,40.4469,-80.0057,open,open_meteo_archive,2026-04-07T22:00,31.8,24.1,63,,,5.8,9,12.3,1034.2,,grass,2026-05-07T08:03:38.368032+00:00
2026,regular,2026-04-07,822999,2026-04-07T22:40:00Z,Tropicana Field,TBR,CHC,27.7682,-82.6534,dome,dome_weather_neutral,,72,72,45,,,,,,,,turf,2026-05-07T08:03:38.368061+00:00
2026,regular,2026-04-07,823887,2026-04-07T22:40:00Z,loanDepot park,MIA,CIN,25.7781,-80.2197,retractable,open_meteo_archive,2026-04-07T22:00,70.6,74.3,89,,,6.9,341,14.5,1012.0,13,turf,2026-05-07T08:03:39.037536+00:00
2026,regular,2026-04-07,822754,2026-04-07T22:45:00Z,Nationals Park,WSN,STL,38.873,-77.0074,open,open_meteo_archive,2026-04-07T22:00,44.2,36.7,45,,,6.0,6,12.5,1031.1,,grass,2026-05-07T08:03:39.696652+00:00
2026,regular,2026-04-07,824780,2026-04-07T22:45:00Z,Fenway Park,BOS,MIL,42.3467,-71.0972,open,open_meteo_archive,2026-04-07T22:00,35.3,25.2,56,,,11.8,296,24.4,1027.9,,grass,2026-05-07T08:03:40.367120+00:00
2026,regular,2026-04-07,823567,2026-04-07T23:05:00Z,Yankee Stadium,NYY,ATH,40.8296,-73.9262,open,open_meteo_archive,2026-04-07T23:00,34.2,24.4,52,,,10.1,332,24.8,1032.1,,grass,2026-05-07T08:03:41.004273+00:00
2026,regular,2026-04-07,822831,2026-04-07T23:07:00Z,Rogers Centre,TOR,LAD,43.6414,-79.3894,retractable,open_meteo_archive,2026-04-07T23:00,24.8,16.9,64,,,5.1,332,10.5,1035.0,,turf,2026-05-07T08:03:41.647997+00:00
2026,regular,2026-04-07,822916,2026-04-08T00:05:00Z,Globe Life Field,TEX,SEA,32.7473,-97.0842,retractable,open_meteo_archive,2026-04-07T00:00,56.9,54.4,68,,,3.7,102,6.9,1022.1,100,turf,2026-05-07T08:04:18.014074+00:00
2026,regular,2026-04-07,824375,2026-04-08T00:40:00Z,Coors Field,COL,HOU,39.7559,-104.9942,open,open_meteo_archive,2026-04-07T00:00,47.4,41.0,53,,,5.8,46,12.3,1018.6,34,grass,2026-05-07T08:04:18.732911+00:00
2026,regular,2026-04-07,824051,2026-04-08T01:38:00Z,Angel Stadium,LAA,ATL,33.8003,-117.8827,open,open_meteo_archive,2026-04-07T01:00,59.4,61.5,93,,,0.6,135,2.7,1016.7,16,grass,2026-05-07T08:04:19.392674+00:00
2026,regular,2026-04-07,823235,2026-04-08T01:45:00Z,Oracle Park,SFG,PHI,37.7786,-122.3893,open,open_meteo_archive,2026-04-07T01:00,53.4,49.1,81,,,8.8,256,19.2,1019.4,22,grass,2026-05-07T08:04:20.082282+00:00
2026,regular,2026-04-08,823403,2026-04-08T16:35:00Z,PNC Park,PIT,SDP,40.4469,-80.0057,open,open_meteo_archive,2026-04-08T16:00,57.7,52.4,30,,,6.8,146,17.7,1029.0,,grass,2026-05-07T08:04:20.747322+00:00
2026,regular,2026-04-08,824455,2026-04-08T17:10:00Z,Progressive Field,CLE,KCR,41.4962,-81.6852,open,open_meteo_archive,2026-04-08T17:00,49.4,43.9,42,,,3.4,116,3.8,1026.8,68,grass,2026-05-07T08:04:21.406986+00:00
2026,regular,2026-04-08,824779,2026-04-08T17:35:00Z,Fenway Park,BOS,MIL,42.3467,-71.0972,open,open_meteo_archive,2026-04-08T17:00,39.2,31.6,52,,,6.1,95,17.4,1035.6,,grass,2026-05-07T08:04:22.083633+00:00
2026,regular,2026-04-08,824617,2026-04-08T18:10:00Z,Rate Field,CHW,BAL,41.83,-87.6339,open,open_meteo_archive,2026-04-08T18:00,64.8,57.4,45,,,13.1,185,27.5,1016.2,,grass,2026-05-07T08:04:22.754436+00:00
2026,regular,2026-04-08,822915,2026-04-08T18:35:00Z,Globe Life Field,TEX,SEA,32.7473,-97.0842,retractable,open_meteo_archive,2026-04-08T18:00,76.8,73.5,36,,,6.8,182,14.8,1016.0,45,turf,2026-05-07T08:04:23.395129+00:00
2026,regular,2026-04-08,822833,2026-04-08T19:07:00Z,Rogers Centre,TOR,LAD,43.6414,-79.3894,retractable,open_meteo_archive,2026-04-08T19:00,36.4,29.2,75,,,7.0,74,17.2,1029.2,4,turf,2026-05-07T08:04:24.048300+00:00
2026,regular,2026-04-08,823234,2026-04-08T19:45:00Z,Oracle Park,SFG,PHI,37.7786,-122.3893,open,open_meteo_archive,2026-04-08T19:00,61.1,57.9,73,,,9.4,255,25.1,1014.3,5,grass,2026-05-07T08:05:00.891934+00:00
2026,regular,2026-04-08,822753,2026-04-08T20:05:00Z,Nationals Park,WSN,STL,38.873,-77.0074,open,open_meteo_archive,2026-04-08T20:00,46.0,39.4,48,,,4.8,109,12.5,1034.3,69,grass,2026-05-07T08:05:01.547962+00:00
2026,regular,2026-04-08,824050,2026-04-08T20:07:00Z,Angel Stadium,LAA,ATL,33.8003,-117.8827,open,open_meteo_archive,2026-04-08T20:00,67.0,67.6,72,,,4.6,209,10.7,1011.6,86,grass,2026-05-07T08:05:02.207238+00:00
2026,regular,2026-04-08,823646,2026-04-08T20:10:00Z,Citi Field,NYM,ARI,40.7571,-73.8458,open,open_meteo_archive,2026-04-08T20:00,38.8,31.6,59,,,5.8,167,15.0,1036.0,,grass,2026-05-07T08:05:02.897460+00:00
2026,regular,2026-04-08,823000,2026-04-08T22:40:00Z,Tropicana Field,TBR,CHC,27.7682,-82.6534,dome,dome_weather_neutral,,72,72,45,,,,,,,,turf,2026-05-07T08:05:02.897488+00:00
2026,regular,2026-04-08,823885,2026-04-08T22:40:00Z,loanDepot park,MIA,CIN,25.7781,-80.2197,retractable,open_meteo_archive,2026-04-08T22:00,71.9,71.2,84,,,16.6,52,33.6,1015.6,100,turf,2026-05-07T08:05:03.584575+00:00
2026,regular,2026-04-08,823564,2026-04-08T23:05:00Z,Yankee Stadium,NYY,ATH,40.8296,-73.9262,open,open_meteo_archive,2026-04-08T23:00,37.6,31.3,71,,,4.7,170,10.3,1036.8,,grass,2026-05-07T08:05:04.224894+00:00
2026,regular,2026-04-08,823726,2026-04-08T23:40:00Z,Target Field,MIN,DET,44.9817,-93.2776,open,open_meteo_archive,2026-04-08T23:00,40.1,30.3,58,,,12.4,292,28.4,1014.6,,grass,2026-05-07T08:05:04.891575+00:00
2026,regular,2026-04-09,823884,2026-04-09T16:10:00Z,loanDepot park,MIA,CIN,25.7781,-80.2197,retractable,open_meteo_archive,2026-04-09T16:00,75.8,79.0,76,,0.004,13.1,47,30.4,1016.9,27,turf,2026-05-07T08:05:05.533349+00:00
2026,regular,2026-04-09,823565,2026-04-09T17:35:00Z,Yankee Stadium,NYY,ATH,40.8296,-73.9262,open,open_meteo_archive,2026-04-09T17:00,47.3,39.6,52,,,8.5,162,22.6,1032.9,34,grass,2026-05-07T08:05:06.173286+00:00
2026,regular,2026-04-09,823724,2026-04-09T17:40:00Z,Target Field,MIN,DET,44.9817,-93.2776,open,open_meteo_archive,2026-04-09T17:00,45.1,38.6,56,,,5.8,306,17.9,1022.4,100,grass,2026-05-07T08:05:06.793705+00:00
2026,regular,2026-04-09,823645,2026-04-09T23:10:00Z,Citi Field,NYM,ARI,40.7571,-73.8458,open,open_meteo_archive,2026-04-09T23:00,40.8,35.6,87,,,5.5,169,12.5,1031.9,,grass,2026-05-07T08:05:07.413381+00:00
2026,regular,2026-04-09,824130,2026-04-09T23:40:00Z,Kauffman Stadium,KCR,CHW,39.0517,-94.4803,open,open_meteo_archive,2026-04-09T23:00,68.0,65.0,61,,,10.1,225,24.8,1017.1,100,grass,2026-05-07T08:05:08.074965+00:00
2026,regular,2026-04-09,823319,2026-04-10T01:40:00Z,Petco Park,SDP,COL,32.7073,-117.1566,open,open_meteo_archive,2026-04-09T01:00,60.1,62.3,96,,,1.6,168,4.0,1013.9,6,grass,2026-05-07T08:05:08.717812+00:00
2026,regular,2026-04-10,823482,2026-04-10T22:40:00Z,Citizens Bank Park,PHI,ARI,39.9061,-75.1665,open,open_meteo_archive,2026-04-10T22:00,54.0,49.2,72,,,8.3,194,16.8,1021.4,46,grass,2026-05-07T08:05:44.564632+00:00
2026,regular,2026-04-10,824297,2026-04-10T22:40:00Z,Comerica Park,DET,MIA,42.339,-83.0485,open,open_meteo_archive,2026-04-10T22:00,44.4,40.6,84,,,3.3,352,11.6,1027.4,21,grass,2026-05-07T08:05:45.231674+00:00
2026,regular,2026-04-10,824534,2026-04-10T22:45:00Z,Great American Ball Park,CIN,LAA,39.0979,-84.5081,open,open_meteo_archive,2026-04-10T22:00,60.2,58.8,88,,,8.4,319,17.0,1025.3,98,grass,2026-05-07T08:05:45.896869+00:00
2026,regular,2026-04-10,822829,2026-04-10T23:07:00Z,Rogers Centre,TOR,MIN,43.6414,-79.3894,retractable,open_meteo_archive,2026-04-10T23:00,37.6,31.3,87,,,6.8,324,15.7,1026.4,3,turf,2026-05-07T08:05:46.557389+00:00
2026,regular,2026-04-10,823643,2026-04-10T23:10:00Z,Citi Field,NYM,ATH,40.7571,-73.8458,open,open_meteo_archive,2026-04-10T23:00,50.5,45.4,68,,,6.8,194,18.1,1020.8,99,grass,2026-05-07T08:05:47.218569+00:00
2026,regular,2026-04-10,822997,2026-04-10T23:10:00Z,Tropicana Field,TBR,NYY,27.7682,-82.6534,dome,dome_weather_neutral,,72,72,45,,,,,,,,turf,2026-05-07T08:05:47.218596+00:00
2026,regular,2026-04-10,824858,2026-04-10T23:15:00Z,Oriole Park at Camden Yards,BAL,SFG,39.284,-76.6217,open,open_meteo_archive,2026-04-10T23:00,58.0,54.7,59,,,4.3,190,10.1,1020.6,99,grass,2026-05-07T08:05:47.862777+00:00
2026,regular,2026-04-10,824941,2026-04-10T23:15:00Z,Truist Park,ATL,CLE,33.8907,-84.4677,open,open_meteo_archive,2026-04-10T23:00,64.7,62.4,45,,,1.2,163,2.5,1026.1,79,grass,2026-05-07T08:05:48.526721+00:00
2026,regular,2026-04-10,824128,2026-04-10T23:40:00Z,Kauffman Stadium,KCR,CHW,39.0517,-94.4803,open,open_meteo_archive,2026-04-10T23:00,52.4,48.9,85,,,7.3,101,14.3,1026.4,33,grass,2026-05-07T08:05:49.178543+00:00
2026,regular,2026-04-10,823808,2026-04-10T23:40:00Z,American Family Field,MIL,WSN,43.028,-87.9712,retractable,open_meteo_archive,2026-04-10T23:00,36.1,30.9,85,,,3.4,176,7.2,1029.9,,turf,2026-05-07T08:05:49.829428+00:00
2026,regular,2026-04-10,823076,2026-04-11T00:15:00Z,Busch Stadium,STL,BOS,38.6226,-90.1928,open,open_meteo_archive,2026-04-10T00:00,63.4,58.5,54,,,9.5,188,21.3,1019.6,100,grass,2026-05-07T08:05:50.466108+00:00
2026,regular,2026-04-10,823318,2026-04-11T01:40:00Z,Petco Park,SDP,COL,32.7073,-117.1566,open,open_meteo_archive,2026-04-10T01:00,62.3,64.5,90,,,2.1,321,5.4,1014.7,2,grass,2026-05-07T08:05:51.106407+00:00
2026,regular,2026-04-10,823156,2026-04-11T01:40:00Z,T-Mobile Park,SEA,HOU,47.5914,-122.3325,retractable,open_meteo_archive,2026-04-10T01:00,47.8,44.2,80,,,3.7,31,8.9,1012.7,98,turf,2026-05-07T08:05:52.855406+00:00
2026,regular,2026-04-11,823480,2026-04-11T17:05:00Z,Citizens Bank Park,PHI,ARI,39.9061,-75.1665,open,open_meteo_archive,2026-04-11T17:00,65.2,58.0,29,,,7.9,331,21.3,1025.0,,grass,2026-05-07T08:06:28.692293+00:00
2026,regular,2026-04-11,824294,2026-04-11T17:10:00Z,Comerica Park,DET,MIA,42.339,-83.0485,open,open_meteo_archive,2026-04-11T17:00,48.8,43.4,48,,,5.1,92,15.9,1030.6,39,grass,2026-05-07T08:06:29.346130+00:00
2026,regular,2026-04-11,824697,2026-04-11T18:20:00Z,Wrigley Field,CHC,PIT,41.9484,-87.6553,open,open_meteo_archive,2026-04-11T18:00,45.3,40.6,80,,,5.4,64,12.5,1025.8,100,grass,2026-05-07T08:06:30.001914+00:00
2026,regular,2026-04-11,822830,2026-04-11T19:07:00Z,Rogers Centre,TOR,MIN,43.6414,-79.3894,retractable,open_meteo_archive,2026-04-11T19:00,45.5,41.2,60,,,1.2,270,7.4,1030.6,,turf,2026-05-07T08:06:30.662157+00:00
2026,regular,2026-04-11,824535,2026-04-11T20:10:00Z,Great American Ball Park,CIN,LAA,39.0979,-84.5081,open,open_meteo_archive,2026-04-11T20:00,64.6,60.0,37,,,4.0,63,10.7,1025.9,100,grass,2026-05-07T08:06:31.323881+00:00
2026,regular,2026-04-11,823644,2026-04-11T20:10:00Z,Citi Field,NYM,ATH,40.7571,-73.8458,open,open_meteo_archive,2026-04-11T20:00,58.5,49.7,24,,,8.8,316,21.5,1026.2,,grass,2026-05-07T08:06:32.381714+00:00
2026,regular,2026-04-11,824129,2026-04-11T20:10:00Z,Kauffman Stadium,KCR,CHW,39.0517,-94.4803,open,open_meteo_archive,2026-04-11T20:00,70.8,69.3,68,,,11.2,177,22.4,1015.5,100,grass,2026-05-07T08:06:33.944531+00:00
2026,regular,2026-04-11,822996,2026-04-11T22:10:00Z,Tropicana Field,TBR,NYY,27.7682,-82.6534,dome,dome_weather_neutral,,72,72,45,,,,,,,,turf,2026-05-07T08:06:33.944559+00:00
2026,regular,2026-04-11,823805,2026-04-11T23:10:00Z,American Family Field,MIL,WSN,43.028,-87.9712,retractable,open_meteo_archive,2026-04-11T23:00,46.3,39.8,71,,,8.5,163,17.4,1021.9,100,turf,2026-05-07T08:06:34.883458+00:00
2026,regular,2026-04-11,824857,2026-04-11T23:15:00Z,Oriole Park at Camden Yards,BAL,SFG,39.284,-76.6217,open,open_meteo_archive,2026-04-11T23:00,56.3,52.3,50,,,2.6,50,5.1,1027.8,,grass,2026-05-07T08:06:36.311938+00:00
2026,regular,2026-04-11,824939,2026-04-11T23:15:00Z,Truist Park,ATL,CLE,33.8907,-84.4677,open,open_meteo_archive,2026-04-11T23:00,68.7,65.1,37,,,3.6,194,7.4,1024.6,,grass,2026-05-07T08:07:12.157320+00:00
2026,regular,2026-04-11,823316,2026-04-12T00:40:00Z,Petco Park,SDP,COL,32.7073,-117.1566,open,open_meteo_archive,2026-04-11T00:00,62.3,62.9,78,,,2.7,235,8.1,1015.6,48,grass,2026-05-07T08:07:12.828983+00:00
2026,regular,2026-04-11,823967,2026-04-12T01:10:00Z,Dodger Stadium,LAD,TEX,34.0739,-118.24,open,open_meteo_archive,2026-04-11T01:00,59.2,59.6,84,,,2.2,198,8.5,1014.8,46,grass,2026-05-07T08:07:13.488321+00:00
