date,player,market,line,american_odds,actual,over,team,opponent,book,side,game,event_id,team_moneyline,opponent_moneyline,game_total,open_team_moneyline,close_team_moneyline,moneyline_move,open_game_total,close_game_total,total_move,moneyline_implied_probability,favorite_status,team_implied_runs,opponent_implied_runs,opponent_implied_runs_proxy,recent_games,recent_rate,season_rate,rolling_avg_5,rolling_avg_10,rolling_avg_15,rolling_total_bases_10,rolling_hr_rate_15,rolling_k_rate_10,opponent_rate,pitcher_k_rate,pitcher_walk_rate,pitcher_hr_rate,team_k_rate,team_walk_rate,batter_k_rate,batter_walk_rate,barrel_rate,hard_hit_rate,xwoba,xba,xslg,park_factor,hit_factor,hr_factor,k_factor,temperature,wind_mph,pitcher,throws,bats,venue,roof
2026-05-03,Hao-Yu Lee,batter_total_bases,1.5,190,0,0,DET,TEX,BetRivers,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kevin McGonigle,batter_total_bases,1.5,-150,0,0,DET,TEX,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Corey Seager,batter_total_bases,1.5,-165,0,0,TEX,DET,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Riley Greene,batter_total_bases,1.5,-170,0,0,DET,TEX,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Dillon Dingler,batter_total_bases,1.5,145,0,0,DET,TEX,Bovada,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Dillon Dingler,batter_total_bases,1.5,-190,0,0,DET,TEX,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Brandon Nimmo,batter_total_bases,1.5,-160,1,0,TEX,DET,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Jake Burger,batter_total_bases,1.5,-170,0,0,TEX,DET,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Josh Jung,batter_total_bases,1.5,-150,0,0,TEX,DET,Bovada,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kyle Higashioka,batter_total_bases,0.5,-133,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kyle Higashioka,batter_total_bases,0.5,100,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Ezequiel Duran,batter_total_bases,0.5,-196,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Ezequiel Duran,batter_total_bases,0.5,146,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Jake Burger,batter_total_bases,0.5,-207,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Jake Burger,batter_total_bases,0.5,153,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Danny Jansen,batter_total_bases,0.5,-127,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Danny Jansen,batter_total_bases,0.5,-104,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Evan Carter,batter_total_bases,0.5,-116,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Evan Carter,batter_total_bases,0.5,-114,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Andrew McCutchen,batter_total_bases,0.5,-120,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Andrew McCutchen,batter_total_bases,0.5,-110,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Gleyber Torres,batter_total_bases,0.5,156,0,0,DET,TEX,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Gleyber Torres,batter_total_bases,0.5,-212,0,0,DET,TEX,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Spencer Torkelson,batter_total_bases,0.5,-176,0,0,DET,TEX,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Spencer Torkelson,batter_total_bases,0.5,132,0,0,DET,TEX,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Wenceel Pérez,batter_total_bases,0.5,-183,0,0,DET,TEX,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Wenceel Pérez,batter_total_bases,0.5,136,0,0,DET,TEX,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Colt Keith,batter_total_bases,0.5,-204,0,0,DET,TEX,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Colt Keith,batter_total_bases,0.5,151,0,0,DET,TEX,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Sam Haggerty,batter_total_bases,0.5,108,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Sam Haggerty,batter_total_bases,0.5,-143,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kerry Carpenter,batter_total_bases,0.5,-161,0,0,DET,TEX,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kerry Carpenter,batter_total_bases,0.5,121,0,0,DET,TEX,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Josh Smith,batter_total_bases,0.5,-123,0,0,TEX,DET,Pinnacle,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Josh Smith,batter_total_bases,0.5,-107,0,0,TEX,DET,Pinnacle,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Alejandro Osuna,batter_total_bases,0.5,100,0,0,TEX,DET,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Alejandro Osuna,batter_total_bases,0.5,100,0,0,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Joc Pederson,batter_total_bases,1.5,100,0,0,TEX,DET,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Joc Pederson,batter_total_bases,1.5,100,0,0,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Dillon Dingler,batter_total_bases,0.5,100,0,0,DET,TEX,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Dillon Dingler,batter_total_bases,0.5,100,0,0,DET,TEX,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Josh Smith,batter_total_bases,1.5,100,0,0,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Corey Seager,batter_total_bases,0.5,100,0,0,TEX,DET,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Corey Seager,batter_total_bases,0.5,100,0,0,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Josh Jung,batter_total_bases,0.5,100,0,0,TEX,DET,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Josh Jung,batter_total_bases,0.5,100,0,0,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Riley Greene,batter_total_bases,0.5,100,0,0,DET,TEX,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Riley Greene,batter_total_bases,0.5,100,0,0,DET,TEX,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Brandon Nimmo,batter_total_bases,0.5,100,1,1,TEX,DET,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Brandon Nimmo,batter_total_bases,0.5,100,1,1,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kevin McGonigle,batter_total_bases,0.5,100,0,0,DET,TEX,PrizePicks,Over,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kevin McGonigle,batter_total_bases,0.5,100,0,0,DET,TEX,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Matt Vierling,batter_total_bases,1.5,100,0,0,DET,TEX,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Hao-Yu Lee,batter_total_bases,1.5,100,0,0,DET,TEX,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Jake Rogers,batter_total_bases,1.5,100,0,0,DET,TEX,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Kyle Higashioka,batter_total_bases,1.5,100,0,0,TEX,DET,PrizePicks,Under,Texas Rangers @ Detroit Tigers,13359,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Brandon Marsh,batter_total_bases,1.5,150,3,1,PHI,MIA,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Brandon Marsh,batter_total_bases,1.5,-200,3,1,PHI,MIA,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Bryce Harper,batter_total_bases,1.5,105,2,1,PHI,MIA,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Bryce Harper,batter_total_bases,1.5,-135,2,1,PHI,MIA,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Bryson Stott,batter_total_bases,1.5,140,4,1,PHI,MIA,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Bryson Stott,batter_total_bases,1.5,-185,4,1,PHI,MIA,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Jakob Marsee,batter_total_bases,1.5,135,0,0,MIA,PHI,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,Jakob Marsee,batter_total_bases,1.5,-180,0,0,MIA,PHI,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,J.T. Realmuto,batter_total_bases,1.5,140,1,0,PHI,MIA,Bovada,Over,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
2026-05-03,J.T. Realmuto,batter_total_bases,1.5,-185,1,0,PHI,MIA,Bovada,Under,Philadelphia Phillies @ Miami Marlins,14242,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.5,,0.0,0.0,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,
