date,player,market,line,american_odds,actual,over,team,opponent,book,side,game,event_id,team_moneyline,opponent_moneyline,game_total,open_team_moneyline,close_team_moneyline,moneyline_move,open_game_total,close_game_total,total_move,moneyline_implied_probability,favorite_status,team_implied_runs,opponent_implied_runs,opponent_implied_runs_proxy,book_implied_probability,line_move,odds_move,vig_pct,recent_games,recent_rate,season_rate,rolling_avg_5,rolling_avg_10,rolling_avg_15,rolling_total_bases_10,rolling_hr_rate_15,rolling_k_rate_10,batter_babip,batter_k_rate,batter_walk_rate,batter_days_rest,batter_avg_home,batter_avg_away,barrel_rate,hard_hit_rate,xwoba,xba,xslg,batter_ld_rate,batter_gb_rate,batter_sprint_speed,batter_avg_vs_hand,batter_k_rate_vs_hand,batter_recent_hits_vs_lhp,batter_recent_hits_vs_rhp,pitcher_k_rate,pitcher_walk_rate,pitcher_hr_rate,pitcher_babip,pitcher_days_rest,pitcher_velo_delta,pitcher_avg_allowed_vs_hand,team_k_rate,team_walk_rate,opponent_rate,opponent_bullpen_era_7d,ump_k_rate,ump_zone_size_zscore,ump_favor_batter_score,park_factor,hit_factor,hr_factor,k_factor,temperature,wind_mph,wind_out_score,wind_out_flag,turf_flag,cold_game_flag,pitcher,throws,bats,venue,roof,platoon_matchup
2026-05-04,Spencer Steer,batter_hits,0.5,133.0,2.0,1,CIN,CHC,,,,,,,,,,,,,,,,,,,0.4292,,,,33.0,1.1,0.848,1.4,,1.067,1.5,0.133,0.6,0.311,25.0,8.06,1.0,0.193,0.321,17.11,40.79,0.488,0.377,0.75,19.74,36.84,28.3,,,,,21.64,8.19,1.09,0.264,6.0,0.3,,,,,,,,,1.0,,,,,,,,,,Edward Cabrera,,,,,
2026-05-04,Austin Wells,batter_hits,0.5,113.0,0.0,0,NYY,BAL,,,,,,,,,,,,,,,,,,,0.4695,,,,27.0,0.7,0.593,0.8,,0.667,1.3,0.133,0.7,0.22,19.0,18.0,1.0,0.194,0.2,4.84,48.39,0.338,0.305,0.496,16.13,45.16,24.8,,,,,18.75,9.09,0.91,0.295,6.0,-0.9,,,,,,,,,1.0,,,,,,,,,,Shane Baz,,,,,
2026-05-04,Bo Bichette,batter_hits,1.5,115.0,0.0,0,NYM,COL,,,,,,,,,,,,,,,,,,,0.4650999999999999,1.0,-14.0,,35.0,0.9,0.971,1.0,,1.0,1.2,0.067,0.4,0.286,19.48,5.19,1.0,0.239,0.233,3.54,47.79,0.38,0.364,0.505,24.78,56.64,25.7,,,,,14.57,7.28,1.46,0.203,5.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tomoyuki Sugano,,,,,
2026-05-04,Andrés Giménez,batter_hits,0.5,134.0,1.0,1,TOR,TBR,,,,,,,,,,,,,,,,,,,0.4274,0.0,316.0,,32.0,0.9,0.938,0.4,,0.867,1.2,0.0,0.6,0.284,14.63,3.25,1.0,0.328,0.19,3.12,27.08,0.291,0.267,0.368,17.71,50.0,27.6,,,,,16.67,5.95,0.64,0.219,6.0,-0.5,,,,,,,,,1.0,,,,72.0,,0.0,0.0,1.0,0.0,Nick Martinez,,,Tropicana Field,dome,
2026-05-04,Pete Alonso,batter_hits,0.5,137.0,1.0,1,BAL,NYY,,,,,,,,,,,,,,,,,,,0.4219,,,,35.0,0.8,0.8,1.2,,0.8,1.9,0.267,0.8,0.253,24.67,12.67,1.0,0.222,0.209,11.11,56.67,0.415,0.332,0.651,22.22,42.22,25.0,,,,,29.28,4.97,0.19,0.244,6.0,1.2,,,,,,,,,1.0,,,,,,,,,,Cam Schlittler,,,,,
2026-05-04,Tyler Freeman,batter_hits,0.5,100.0,0.0,0,COL,NYM,,,,,,,,,,,,,,,,,,,0.5,0.0,0.0,,20.0,0.8,0.85,0.8,,0.8,1.2,0.067,0.4,0.314,12.33,4.11,3.0,0.261,0.289,0.0,31.48,0.339,0.338,0.446,24.07,55.56,27.2,,,,,20.63,4.76,0.54,0.204,2.0,0.3,,,,,,,,,1.0,,,,,,,,,,Huascar Brazobán,,,,,
2026-05-04,TJ Rumfield,batter_hits,0.5,100.0,0.0,0,COL,NYM,,,,,,,,,,,,,,,,,,,0.5,0.0,0.0,,36.0,1.0,0.944,1.0,,1.067,1.5,0.133,0.7,0.288,15.97,7.64,1.0,0.262,0.257,8.57,39.05,0.379,0.331,0.551,26.67,45.71,24.9,,,,,20.63,4.76,0.54,0.204,2.0,0.3,,,,,,,,,1.0,,,,,,,,,,Huascar Brazobán,,,,,
2026-05-04,Hunter Goodman,batter_hits,0.5,100.0,0.0,0,COL,NYM,,,,,,,,,,,,,,,,,,,0.5,0.0,0.0,,33.0,0.9,0.879,0.2,,0.933,2.4,0.333,1.8,0.317,38.41,7.25,1.0,0.193,0.265,15.94,53.62,0.506,0.384,0.783,23.19,28.99,27.2,,,,,20.63,4.76,0.54,0.204,2.0,0.3,,,,,,,,,1.0,,,,,,,,,,Huascar Brazobán,,,,,
2026-05-04,Ceddanne Rafaela,batter_hits,0.5,118.0,2.0,1,BOS,DET,,,,,,,,,,,,,,,,,,,0.4587,,,,33.0,1.0,0.879,0.8,,0.933,1.5,0.0,0.9,0.337,22.13,4.92,1.0,0.26,0.262,6.33,39.24,0.336,0.318,0.465,30.38,40.51,28.6,,,,,27.11,3.61,0.42,0.277,6.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tarik Skubal,,,,,
2026-05-04,Bryce Harper,batter_hits,0.5,100.0,3.0,1,PHI,MIA,,,,,,,,,,,,,,,,,,,0.5,,,,35.0,1.1,1.0,1.0,,1.0,2.1,0.2,0.9,0.289,16.78,12.75,1.0,0.254,0.29,13.86,39.6,0.433,0.333,0.672,19.8,43.56,26.9,,,,,17.42,5.16,0.7,0.232,6.0,0.1,,,,,,,,,1.0,,,,,,,,,,Janson Junk,,,,,
2026-05-04,Trea Turner,batter_hits,0.5,100.0,0.0,0,PHI,MIA,,,,,,,,,,,,,,,,,,,0.5,,,,34.0,1.0,0.971,0.6,,0.867,1.7,0.133,1.1,0.276,20.39,7.89,1.0,0.263,0.203,5.61,39.25,0.321,0.302,0.439,18.69,44.86,29.9,,,,,17.42,5.16,0.7,0.232,6.0,0.1,,,,,,,,,1.0,,,,,,,,,,Janson Junk,,,,,
2026-05-04,Wenceel Pérez,batter_hits,0.5,123.0,0.0,0,DET,BOS,,,,,,,,,,,,,,,,,,,0.4484,,,,21.0,0.7,0.429,0.6,,0.533,1.1,0.067,0.3,0.137,10.77,7.69,1.0,0.135,0.174,10.0,46.0,0.334,0.259,0.501,14.0,44.0,27.9,,,,,34.33,8.96,0.51,0.14,6.0,-0.6,,,,,,,,,1.0,,,,,,,,,,Payton Tolle,,,,,
2026-05-04,Jahmai Jones,batter_hits,0.5,116.0,0.0,0,DET,BOS,,,,,,,,,,,,,,,,,,,0.4629999999999999,,,,22.0,0.3,0.364,0.2,,0.533,0.7,0.133,0.8,0.25,33.33,4.76,3.0,0.231,0.185,20.0,56.0,0.571,0.448,0.909,28.0,36.0,27.8,,,,,34.33,8.96,0.51,0.14,6.0,-0.6,,,,,,,,,1.0,,,,,,,,,,Payton Tolle,,,,,
2026-05-04,Nolan Gorman,batter_hits,0.5,100.0,2.0,1,STL,MIL,,,,,,,,,,,,,,,,,,,0.5,,,,34.0,0.8,0.765,1.0,,0.8,1.5,0.133,0.9,0.276,26.92,8.46,1.0,0.23,0.218,8.75,43.75,0.373,0.309,0.598,25.0,32.5,25.0,,,,,14.93,11.94,0.57,0.241,6.0,1.0,,,,,,,,,1.0,,,,,,,,,,Chad Patrick,,,,,
2026-05-04,Tyler Stephenson,batter_hits,0.5,139.0,1.0,1,CIN,CHC,,,,,,,,,,,,,,,,,,,0.4184,,,,28.0,0.7,0.571,1.0,,0.667,1.1,0.0,1.1,0.259,28.87,12.37,2.0,0.179,0.2,14.55,54.55,0.426,0.335,0.674,20.0,29.09,26.6,,,,,21.64,8.19,1.09,0.264,6.0,0.3,,,,,,,,,1.0,,,,,,,,,,Edward Cabrera,,,,,
2026-05-04,Isaac Collins,batter_hits,0.5,-103.0,0.0,0,KCR,CLE,,,,,,,,,,,,,,,,,,,0.5074000000000001,,,,30.0,1.0,0.7,1.0,,0.8,1.5,0.067,0.8,0.333,29.36,13.76,1.0,0.327,0.119,6.67,38.33,0.342,0.331,0.475,23.33,33.33,27.8,,,,,20.93,9.3,1.37,0.277,6.0,-1.4,,,,,,,,,1.0,,,,,,,,,,Tanner Bibee,,,,,
2026-05-04,Owen Caissie,batter_hits,0.5,108.0,0.0,0,MIA,PHI,,,,,,,,,,,,,,,,,,,0.4808,,,,32.0,0.4,0.594,0.4,,0.467,0.5,0.0,1.2,0.354,42.72,4.85,1.0,0.278,0.1,11.54,46.15,0.462,0.393,0.681,30.77,40.38,28.5,,,,,24.84,8.07,1.45,0.304,8.0,0.2,,,,,,,,,1.0,,,,,,,,,,Aaron Nola,,,,,
2026-05-04,Gunnar Henderson,batter_hits,0.5,123.0,1.0,1,BAL,NYY,,,,,,,,,,,,,,,,,,,0.4484,,,,34.0,1.0,0.882,0.8,,0.867,1.8,0.2,1.6,0.244,31.01,7.59,2.0,0.218,0.197,10.87,45.65,0.429,0.347,0.61,23.91,39.13,27.9,,,,,29.28,4.97,0.19,0.244,6.0,1.2,,,,,,,,,1.0,,,,,,,,,,Cam Schlittler,,,,,
2026-05-04,Ryan McMahon,batter_hits,0.5,-102.0,1.0,1,NYY,BAL,,,,,,,,,,,,,,,,,,,0.505,,,,33.0,1.0,0.515,1.0,,0.733,1.5,0.067,0.9,0.283,30.85,10.64,1.0,0.216,0.191,11.54,53.85,0.379,0.331,0.558,15.38,46.15,25.5,,,,,18.75,9.09,0.91,0.295,6.0,-0.9,,,,,,,,,1.0,,,,,,,,,,Shane Baz,,,,,
2026-05-04,Marcus Semien,batter_hits,0.5,100.0,0.0,0,NYM,COL,,,,,,,,,,,,,,,,,,,0.5,-1.0,-88.0,,35.0,0.5,0.743,0.4,,0.733,0.5,0.0,0.8,0.26,20.59,5.88,1.0,0.149,0.276,6.19,32.99,0.327,0.298,0.457,24.74,32.99,28.1,,,,,14.57,7.28,1.46,0.203,5.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tomoyuki Sugano,,,,,
2026-05-04,Bo Bichette,batter_hits,2.5,100.0,0.0,0,NYM,COL,,,,,,,,,,,,,,,,,,,0.5,1.0,-14.0,,35.0,0.9,0.971,1.0,,1.0,1.2,0.067,0.4,0.286,19.48,5.19,1.0,0.239,0.233,3.54,47.79,0.38,0.364,0.505,24.78,56.64,25.7,,,,,14.57,7.28,1.46,0.203,5.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tomoyuki Sugano,,,,,
2026-05-04,Francisco Alvarez,batter_hits,0.5,100.0,1.0,1,NYM,COL,,,,,,,,,,,,,,,,,,,0.5,-1.0,-68.0,,32.0,0.6,0.688,0.8,,0.6,0.8,0.0,1.1,0.265,21.82,8.18,2.0,0.22,0.239,14.08,40.85,0.385,0.306,0.599,15.49,50.7,25.8,,,,,14.57,7.28,1.46,0.203,5.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tomoyuki Sugano,,,,,
2026-05-04,Graham Pauley,batter_hits,0.5,100.0,0.0,0,MIA,PHI,,,,,,,,,,,,,,,,,,,0.5,,,,27.0,0.5,0.481,0.0,,0.533,0.8,0.067,0.5,0.231,24.68,5.19,1.0,0.162,0.2,3.85,19.23,0.232,0.205,0.314,15.38,38.46,26.2,,,,,24.84,8.07,1.45,0.304,8.0,0.2,,,,,,,,,1.0,,,,,,,,,,Aaron Nola,,,,,
2026-05-04,Yohendrick Piñango,batter_hits,0.5,109.0,3.0,1,TOR,TBR,,,,,,,,,,,,,,,,,,,0.4785,,,,4.0,1.25,1.25,1.25,,1.25,1.25,0.0,0.0,0.556,0.0,10.0,1.0,0.5,0.6,0.0,41.67,0.364,0.387,0.448,25.0,50.0,0.0,,,,,16.67,5.95,0.64,0.219,6.0,-0.5,,,,,,,,,1.0,,,,72.0,,0.0,0.0,1.0,0.0,Nick Martinez,,,Tropicana Field,dome,
2026-05-04,Hao-Yu Lee,batter_hits,0.5,-101.0,0.0,0,DET,BOS,,,,,,,,,,,,,,,,,,,0.5025,,,,13.0,0.5,0.538,0.4,,0.538,0.9,0.077,0.9,0.261,32.5,7.5,1.0,0.188,0.19,14.29,42.86,0.426,0.312,0.707,28.57,23.81,27.4,,,,,34.33,8.96,0.51,0.14,6.0,-0.6,,,,,,,,,1.0,,,,,,,,,,Payton Tolle,,,,,
2026-05-04,Matt McLain,batter_hits,0.5,110.0,0.0,0,CIN,CHC,,,,,,,,,,,,,,,,,,,0.4761999999999999,,,,35.0,0.5,0.686,0.0,,0.733,1.2,0.133,1.1,0.262,25.87,12.59,1.0,0.164,0.226,8.14,30.23,0.366,0.311,0.505,15.12,39.53,28.6,,,,,21.64,8.19,1.09,0.264,6.0,0.3,,,,,,,,,1.0,,,,,,,,,,Edward Cabrera,,,,,
2026-05-04,Owen Caissie,batter_hits,1.5,100.0,0.0,0,MIA,PHI,,,,,,,,,,,,,,,,,,,0.5,,,,32.0,0.4,0.594,0.4,,0.467,0.5,0.0,1.2,0.354,42.72,4.85,1.0,0.278,0.1,11.54,46.15,0.462,0.393,0.681,30.77,40.38,28.5,,,,,24.84,8.07,1.45,0.304,8.0,0.2,,,,,,,,,1.0,,,,,,,,,,Aaron Nola,,,,,
2026-05-04,Travis Bazzana,batter_hits,0.5,128.0,1.0,1,CLE,KCR,,,,,,,,,,,,,,,,,,,0.4386,,,,6.0,0.667,0.667,0.8,,0.667,0.667,0.0,0.667,0.25,15.38,23.08,1.0,0.0,0.286,0.0,33.33,0.281,0.262,0.333,16.67,50.0,0.0,,,,,20.69,8.62,1.02,0.203,5.0,-0.9,,,,,,,,,1.0,,,,,,,,,,Michael Wacha,,,,,
2026-05-04,Bo Naylor,batter_hits,0.5,112.0,0.0,0,CLE,KCR,,,,,,,,,,,,,,,,,,,0.4717,,,,26.0,0.3,0.385,0.4,,0.4,0.4,0.067,0.8,0.158,22.89,7.23,1.0,0.062,0.178,10.91,38.18,0.356,0.29,0.533,21.82,34.55,27.3,,,,,20.69,8.62,1.02,0.203,5.0,-0.9,,,,,,,,,1.0,,,,,,,,,,Michael Wacha,,,,,
2026-05-04,Ke'Bryan Hayes,batter_hits,0.5,116.0,1.0,1,CIN,CHC,,,,,,,,,,,,,,,,,,,0.4629999999999999,,,,31.0,0.7,0.355,0.4,,0.533,1.6,0.133,0.9,0.129,15.96,7.45,2.0,0.122,0.132,11.43,41.43,0.34,0.287,0.505,25.71,35.71,26.8,,,,,21.64,8.19,1.09,0.264,6.0,0.3,,,,,,,,,1.0,,,,,,,,,,Edward Cabrera,,,,,
2026-05-04,Brett Baty,batter_hits,0.5,100.0,0.0,0,NYM,COL,,,,,,,,,,,,,,,,,,,0.5,-1.0,-63.0,,32.0,0.4,0.625,0.2,,0.533,0.5,0.067,0.8,0.284,27.68,8.04,1.0,0.246,0.143,7.46,35.82,0.356,0.329,0.524,23.88,50.75,26.7,,,,,14.57,7.28,1.46,0.203,5.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tomoyuki Sugano,,,,,
2026-05-04,Andruw Monasterio,batter_hits,0.5,104.0,1.0,1,BOS,DET,,,,,,,,,,,,,,,,,,,0.4902,,,,18.0,0.6,0.611,0.4,,0.667,1.1,0.067,0.5,0.256,18.18,9.09,1.0,0.056,0.312,8.11,45.95,0.375,0.345,0.532,24.32,37.84,27.1,,,,,27.11,3.61,0.42,0.277,6.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tarik Skubal,,,,,
2026-05-04,Leody Taveras,batter_hits,0.5,-103.0,1.0,1,BAL,NYY,,,,,,,,,,,,,,,,,,,0.5074000000000001,,,,28.0,0.7,0.75,0.8,,0.733,1.3,0.133,0.7,0.345,20.0,15.56,1.0,0.297,0.263,5.36,35.71,0.384,0.342,0.555,32.14,26.79,28.8,,,,,29.28,4.97,0.19,0.244,6.0,1.2,,,,,,,,,1.0,,,,,,,,,,Cam Schlittler,,,,,
2026-05-04,Dylan Beavers,batter_hits,0.5,-103.0,1.0,1,BAL,NYY,,,,,,,,,,,,,,,,,,,0.5074000000000001,,,,27.0,0.8,0.704,0.4,,0.667,1.3,0.067,0.9,0.279,24.24,10.1,2.0,0.222,0.214,6.35,39.68,0.355,0.31,0.509,19.05,46.03,29.1,,,,,29.28,4.97,0.19,0.244,6.0,1.2,,,,,,,,,1.0,,,,,,,,,,Cam Schlittler,,,,,
2026-05-04,Samuel Basallo,batter_hits,0.5,-103.0,0.0,0,BAL,NYY,,,,,,,,,,,,,,,,,,,0.5074000000000001,,,,27.0,1.2,0.815,0.6,,1.067,2.1,0.2,1.1,0.279,26.92,9.62,1.0,0.278,0.175,9.52,46.03,0.424,0.348,0.64,26.98,36.51,25.1,,,,,29.28,4.97,0.19,0.244,6.0,1.2,,,,,,,,,1.0,,,,,,,,,,Cam Schlittler,,,,,
2026-05-04,Jeremiah Jackson,batter_hits,0.5,-115.0,1.0,1,BAL,NYY,,,,,,,,,,,,,,,,,,,0.5349,,,,33.0,0.6,0.879,0.4,,0.667,1.0,0.067,0.7,0.287,22.41,1.72,1.0,0.323,0.18,8.33,35.71,0.38,0.332,0.545,17.86,53.57,26.2,,,,,29.28,4.97,0.19,0.244,6.0,1.2,,,,,,,,,1.0,,,,,,,,,,Cam Schlittler,,,,,
2026-05-04,Taylor Walls,batter_hits,0.5,-113.0,1.0,1,TBR,TOR,,,,,,,,,,,,,,,,,,,0.5305,0.0,8.0,,23.0,0.5,0.609,0.6,,0.4,0.7,0.0,0.7,0.28,24.71,10.59,1.0,0.25,0.111,0.0,15.69,0.235,0.234,0.296,13.73,43.14,27.7,,,,,15.6,9.93,2.3,0.225,5.0,-0.5,,,,,,,,,1.0,,,,72.0,,0.0,0.0,1.0,0.0,Eric Lauer,,,Tropicana Field,dome,
2026-05-04,Brandon Valenzuela,batter_hits,0.5,-106.0,1.0,1,TOR,TBR,,,,,,,,,,,,,,,,,,,0.5146000000000001,,,,18.0,0.7,0.556,1.0,,0.6,1.3,0.2,0.7,0.241,31.37,5.88,1.0,0.19,0.222,10.0,40.0,0.362,0.303,0.547,26.67,43.33,24.0,,,,,16.67,5.95,0.64,0.219,6.0,-0.5,,,,,,,,,1.0,,,,72.0,,0.0,0.0,1.0,0.0,Nick Martinez,,,Tropicana Field,dome,
2026-05-04,Caleb Durbin,batter_hits,0.5,-104.0,0.0,0,BOS,DET,,,,,,,,,,,,,,,,,,,0.5097999999999999,,,,33.0,0.7,0.545,0.4,,0.667,1.1,0.067,0.3,0.185,13.11,9.02,1.0,0.176,0.155,1.08,27.96,0.262,0.251,0.326,16.13,59.14,28.1,,,,,27.11,3.61,0.42,0.277,6.0,-0.1,,,,,,,,,1.0,,,,,,,,,,Tarik Skubal,,,,,
