season,snapshotAt,date,market,marketGroup,player,team,opponent,pitcher,line,americanOdds,sportsbookImpliedPercent,finalProbabilityPercent,finalEdgePercent,edgeBucket,probabilityBucket,confidence,recommendation,weatherAdjustmentPercent,savantAdjustmentPercent,oddsMovementAdjustmentPercent,hasWeatherBoost,hasSavantBoost,hasOddsMovementBoost,missingData,actualStat,result,overHit,push,profitUnits,calculatedImpliedPercent,calculatedEdgePercent,edgeDelta,mathStatus,warnings
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,7.5,-1429,93.46,87.02,-6.44,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,93.4598,0.0002,-0.0002,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,5.5,-370,78.72,72.23,-6.49,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,78.7234,-0.0034,0.0034,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,TB vs TOR,TB,TOR,,12,-714,87.71,81.16,-6.55,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,87.715,-6.555,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,5.5,-1429,93.46,86.88,-6.58,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,93.4598,0.0002,-0.0002,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,CHC vs CIN,CHC,CIN,,12.5,-714,87.71,81.13,-6.59,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,87.715,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,KC vs CLE,KC,CLE,,12.5,-714,87.71,81.13,-6.59,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,87.715,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,13.5,-625,86.21,79.61,-6.6,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,86.2069,0.0031,-0.0031,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,14,-625,86.21,79.61,-6.6,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,86.2069,-6.5969,-0.0031,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,9,-112,52.83,46.21,-6.62,<0%,45-50%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,52.8302,-0.0002,0.0002,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,13.5,-769,88.49,81.83,-6.66,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,13.5,-769,88.49,81.83,-6.66,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,PHI vs ATH,PHI,ATH,,13.5,-769,88.49,81.83,-6.66,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,7,169,37.17,30.51,-6.66,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,37.1747,-0.0047,0.0047,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,11.5,-250,71.43,64.75,-6.68,<0%,60-65%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,71.4286,0.0014,-0.0014,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,4,500,16.67,9.98,-6.68,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,16.6667,-6.6867,0.0067,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,11,-263,72.45,65.76,-6.69,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,72.4518,-0.0018,0.0018,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,7.5,180,35.71,29.03,-6.69,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,35.7143,-0.0043,0.0043,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,TB vs TOR,TB,TOR,,6.5,153,39.53,32.76,-6.76,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,39.5257,-6.7657,0.0057,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,CHC vs CIN,CHC,CIN,,6.5,164,37.88,31.12,-6.76,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,37.8788,0.0012,-0.0012,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,KC vs CLE,KC,CLE,,6.5,164,37.88,31.12,-6.76,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,37.8788,0.0012,-0.0012,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,6.5,-278,73.54,66.75,-6.8,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,73.545,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,10.5,-200,66.67,59.84,-6.83,<0%,55-60%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,66.6667,0.0033,-0.0033,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,10.5,-200,66.67,59.84,-6.83,<0%,55-60%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,66.6667,0.0033,-0.0033,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,13,-769,88.49,81.64,-6.86,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,9,-1667,94.34,87.45,-6.89,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,94.3407,-0.0007,0.0007,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,8.5,-769,88.49,81.61,-6.89,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,CHC vs CIN,CHC,CIN,,6.5,163,38.02,31.12,-6.9,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,38.0228,-0.0028,0.0028,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,7,-1667,94.34,87.43,-6.91,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,94.3407,-0.0007,0.0007,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,DET vs BOS,DET,BOS,,6.5,166,37.59,30.68,-6.91,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,37.594,-6.914,0.004,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,NYY vs TEX,NYY,TEX,,7,164,37.88,30.95,-6.93,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,37.8788,-6.9288,-0.0012,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,14,-588,85.47,78.52,-6.94,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,85.4651,-6.9451,0.0051,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,5,-769,88.49,81.48,-7.01,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,PHI vs ATH,PHI,ATH,,5,-769,88.49,81.48,-7.01,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,5,-769,88.49,81.48,-7.01,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,4.5,-769,88.49,81.48,-7.01,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-7.0125,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,8,-714,87.71,80.7,-7.02,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,87.715,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,12,-476,82.64,75.61,-7.03,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,82.6389,0.0011,-0.0011,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,10.5,-769,88.49,81.45,-7.05,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,10.5,-769,88.49,81.45,-7.05,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,TB vs TOR,TB,TOR,,6.5,162,38.17,31.12,-7.05,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,38.1679,0.0021,-0.0021,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,PHI vs ATH,PHI,ATH,,7,166,37.59,30.51,-7.08,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,37.594,-7.084,0.004,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,CHC vs CIN,CHC,CIN,,7,134,42.74,35.63,-7.11,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,42.735,0.005,-0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,8.5,-2000,95.24,88.09,-7.14,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,11,-312,75.73,68.55,-7.18,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,75.7282,0.0018,-0.0018,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,NYY vs TEX,NYY,TEX,,11,-312,75.73,68.55,-7.18,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,75.7282,-7.1782,-0.0018,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,11,-312,75.73,68.55,-7.18,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,75.7282,0.0018,-0.0018,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,8.5,129,43.67,36.46,-7.2,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,43.6681,-7.2081,0.0081,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,8,157,38.91,31.71,-7.2,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,38.9105,-7.2005,0.0005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,7.5,176,36.23,29.03,-7.2,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,36.2319,-7.2019,0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,11.5,-303,75.19,67.97,-7.21,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,75.1861,0.0039,-0.0039,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,11,-270,72.97,65.76,-7.21,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,72.973,-0.003,0.003,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,10,-139,58.16,50.94,-7.22,<0%,50-55%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,58.159,0.001,-0.001,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,8.5,104,49.02,41.79,-7.22,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,49.0196,0.0004,-0.0004,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,8.5,104,49.02,41.79,-7.22,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,49.0196,0.0004,-0.0004,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,MIA vs BAL,MIA,BAL,,10.5,-227,69.42,62.17,-7.25,<0%,60-65%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,69.419,0.001,-0.001,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,NYY vs TEX,NYY,TEX,,10.5,-227,69.42,62.17,-7.25,<0%,60-65%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,69.419,0.001,-0.001,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,10.5,-227,69.42,62.17,-7.25,<0%,60-65%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,69.419,0.001,-0.001,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,9,106,48.54,41.29,-7.25,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,48.5437,-0.0037,0.0037,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,7.5,-909,90.09,82.77,-7.32,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,90.0892,0.0008,-0.0008,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,9.5,-147,59.51,52.12,-7.4,<0%,50-55%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,59.5142,-0.0042,0.0042,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,8.5,128,43.86,36.46,-7.4,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,43.8596,0.0004,-0.0004,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,7,150,40.0,32.59,-7.41,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,40.0,-7.41,0.0,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,9.5,-149,59.84,52.41,-7.43,<0%,50-55%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,59.8394,0.0006,-0.0006,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,5,-1667,94.34,86.88,-7.47,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,94.3407,-0.0007,0.0007,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,6.5,-1667,94.34,86.88,-7.47,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,94.3407,-0.0007,0.0007,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,TB vs TOR,TB,TOR,,12.5,-769,88.49,81.02,-7.47,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,88.4925,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,5.5,-476,82.64,75.16,-7.48,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,82.6389,0.0011,-0.0011,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,6,-714,87.71,80.23,-7.49,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,87.715,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,5.5,-714,87.71,80.23,-7.49,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,87.715,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,9,105,48.78,41.29,-7.49,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,48.7805,-0.0005,0.0005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,TB vs TOR,TB,TOR,,8.5,-156,60.94,53.38,-7.56,<0%,50-55%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,60.9375,-7.5575,-0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,10,-141,58.51,50.94,-7.56,<0%,50-55%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,58.5062,0.0038,-0.0038,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,8.5,127,44.05,36.46,-7.59,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,44.0529,-0.0029,0.0029,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,7.5,173,36.63,29.03,-7.6,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,36.63,0.0,0.0,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,KC vs CLE,KC,CLE,,6.5,158,38.76,31.12,-7.64,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,38.7597,0.0003,-0.0003,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,PHI vs ATH,PHI,ATH,,13,-833,89.28,81.64,-7.65,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,89.2819,-0.0019,0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,COL vs NYM,COL,NYM,,8,154,39.37,31.71,-7.66,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,39.3701,-0.0001,0.0001,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,8.5,-833,89.28,81.61,-7.67,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,89.2819,-0.0019,0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,10.5,-208,67.53,59.84,-7.69,<0%,55-60%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,67.5325,-0.0025,0.0025,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,DET vs BOS,DET,BOS,,6,-294,74.62,66.91,-7.71,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,74.6193,-7.7093,-0.0007,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,8.5,102,49.5,41.79,-7.71,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,49.505,-0.005,0.005,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,12,-2000,95.24,87.49,-7.75,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,11.5,-312,75.73,67.97,-7.76,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,75.7282,0.0018,-0.0018,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,HOU vs LAD,HOU,LAD,,11.5,-312,75.73,67.97,-7.76,<0%,65-70%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,75.7282,0.0018,-0.0018,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SEA vs ATL,SEA,ATL,,9.5,-2000,95.24,87.45,-7.78,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,6,-833,89.28,81.48,-7.8,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,89.2819,-0.0019,0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,3.5,-833,89.28,81.48,-7.8,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,89.2819,-7.8019,0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,11.5,-2000,95.24,87.34,-7.9,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,10.5,-2000,95.24,87.34,-7.9,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,10,-2000,95.24,87.34,-7.9,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,11,-2000,95.24,87.34,-7.9,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,AZ vs PIT,AZ,PIT,,11.5,-2000,95.24,87.34,-7.9,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,95.2381,0.0019,-0.0019,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,7.5,142,41.32,33.39,-7.93,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,41.3223,-0.0023,0.0023,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,LAA vs CWS,LAA,CWS,,9,-115,53.49,45.49,-8.0,<0%,45-50%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,53.4884,0.0016,-0.0016,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,11.5,-2500,96.15,88.13,-8.03,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,96.1538,-8.0238,-0.0062,warning,extreme_non_hr_odds
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,9.5,108,48.08,40.04,-8.03,<0%,<45%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,48.0769,0.0031,-0.0031,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,CHC vs CIN,CHC,CIN,,13.5,-1250,92.59,84.54,-8.05,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,92.5926,-0.0026,0.0026,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,WSH vs MIN,WSH,MIN,,11.5,-238,70.41,62.35,-8.07,<0%,60-65%,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,70.4142,-0.0042,0.0042,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,STL vs MIL,STL,MIL,,13.5,-909,90.09,81.97,-8.12,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,90.0892,0.0008,-0.0008,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,NYY vs TEX,NYY,TEX,,13.5,-909,90.09,81.97,-8.12,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,90.0892,0.0008,-0.0008,ok,
2026,2026-05-06T05:58:24.959839+00:00,2026-05-06,game_total_runs,other,SF vs SD,SF,SD,,13.5,-909,90.09,81.97,-8.12,<0%,70%+,Medium,Negative edge,,,,0,0,0,,,ungraded,,0,0.0,90.0892,0.0008,-0.0008,ok,
