snapshotAt,gradedAt,season,date,market,player,team,opponent,pitcher,line,americanOdds,actualStat,result,profitUnits,finalProbabilityPercent,sportsbookImpliedPercent,finalEdgePercent,confidence,recommendation,weatherAdjustmentPercent,savantAdjustmentPercent,oddsMovementAdjustmentPercent,missingData,gradeNote
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Paul Goldschmidt,NYY,BAL,Shane Baz,0.5,570.0,0.0,loss,-1.0,18.83,14.93,3.9,Low-Medium,No clear edge,-0.14,2.3,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Gleyber Torres,DET,BOS,Payton Tolle,4.5,1180.0,,ungraded,0.0,11.71,7.81,3.9,Low,Alt ladder market,0.96,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Riley Greene,DET,BOS,Payton Tolle,0.5,584.0,0.0,loss,-1.0,18.5,14.62,3.88,Low-Medium,No clear edge,1.65,2.3,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Mark Vientos,NYM,COL,Tomoyuki Sugano,0.5,100.0,1.0,win,1.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Marcus Semien,NYM,COL,Tomoyuki Sugano,0.5,100.0,0.0,loss,-1.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Bo Bichette,NYM,COL,Tomoyuki Sugano,2.5,100.0,0.0,loss,-1.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Francisco Alvarez,NYM,COL,Tomoyuki Sugano,0.5,100.0,1.0,win,1.0,53.87,50.0,3.87,Low-Medium,No clear edge,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Kevin McGonigle,DET,BOS,Payton Tolle,3.5,497.0,,ungraded,0.0,20.62,16.75,3.87,Low,Alt ladder market,0.96,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Owen Caissie,MIA,PHI,Aaron Nola,0.5,104.0,0.0,loss,-1.0,52.88,49.02,3.86,Low-Medium,No clear edge,-0.13,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Otto Lopez,MIA,PHI,Aaron Nola,3.5,453.0,1.0,loss,-1.0,21.9,18.08,3.82,Low,Alt ladder market,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Jahmai Jones,DET,BOS,Payton Tolle,0.5,107.0,0.0,loss,-1.0,52.12,48.31,3.81,Low-Medium,No clear edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Connor Wong,BOS,DET,Tarik Skubal,1.5,576.0,,ungraded,0.0,18.6,14.79,3.81,Low,Alt ladder market,0.4,,0.78,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Hunter Goodman,COL,NYM,Huascar Brazobán,5.5,670.0,0.0,loss,-1.0,16.8,12.99,3.81,Low,Alt ladder market,-0.8,1.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Kyle Stowers,MIA,PHI,Aaron Nola,4.5,710.0,2.0,loss,-1.0,16.13,12.35,3.78,Low,Alt ladder market,-0.18,0.6,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Victor Scott,STL,MIL,Chad Patrick,0.5,-117.0,,ungraded,0.0,57.68,53.92,3.77,Low-Medium,No clear edge,0.43,0.8,-0.21,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Graham Pauley,MIA,PHI,Aaron Nola,0.5,100.0,0.0,loss,-1.0,53.77,50.0,3.77,Low-Medium,No clear edge,-0.13,-0.6,0.4,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,MJ Melendez,NYM,COL,Tomoyuki Sugano,2.5,950.0,0.0,loss,-1.0,13.3,9.52,3.77,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Alec Bohm,PHI,MIA,Janson Junk,2.5,1280.0,0.0,loss,-1.0,11.01,7.25,3.77,Low,Alt ladder market,-0.13,,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Dillon Dingler,DET,BOS,Payton Tolle,3.5,428.0,2.0,loss,-1.0,22.7,18.94,3.76,Low,Alt ladder market,0.96,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Ezequiel Tovar,COL,NYM,Huascar Brazobán,4.5,1060.0,0.0,loss,-1.0,12.36,8.62,3.74,Low,Alt ladder market,-0.8,1.2,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Chandler Simpson,TBR,TOR,Eric Lauer,1.5,125.0,1.0,loss,-1.0,48.18,44.44,3.73,Low-Medium,No clear edge,,-0.8,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Jahmai Jones,DET,BOS,Payton Tolle,4.5,960.0,0.0,loss,-1.0,13.15,9.43,3.72,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Wilyer Abreu,BOS,DET,Tarik Skubal,3.5,630.0,1.0,loss,-1.0,17.41,13.7,3.71,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Yohendrick Piñango,TOR,TBR,Nick Martinez,0.5,109.0,3.0,win,1.09,51.54,47.85,3.69,Low-Medium,No clear edge,,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Liam Hicks,MIA,PHI,Aaron Nola,3.5,437.0,0.0,loss,-1.0,22.3,18.62,3.68,Low,Alt ladder market,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Jonathan Aranda,TBR,TOR,Eric Lauer,0.5,820.0,0.0,loss,-1.0,14.55,10.87,3.68,Low-Medium,No clear edge,,,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Trevor Story,BOS,DET,Tarik Skubal,0.5,106.0,1.0,win,1.06,52.22,48.54,3.67,Low-Medium,No clear edge,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,T.J. Rumfield,COL,NYM,Huascar Brazobán,4.5,970.0,0.0,loss,-1.0,13.02,9.35,3.67,Low,Alt ladder market,-0.8,1.2,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,MJ Melendez,NYM,COL,Tomoyuki Sugano,6.5,1220.0,0.0,loss,-1.0,11.24,7.58,3.67,Low,Alt ladder market,-0.8,1.8,1.3,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Xavier Edwards,MIA,PHI,Aaron Nola,3.5,493.0,1.0,loss,-1.0,20.52,16.86,3.66,Low,Alt ladder market,-0.18,,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Kyle Schwarber,PHI,MIA,Janson Junk,4.5,575.0,0.0,loss,-1.0,18.48,14.81,3.66,Low,Alt ladder market,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Willi Castro,COL,NYM,Huascar Brazobán,4.5,950.0,1.0,loss,-1.0,13.18,9.52,3.66,Low,Alt ladder market,-0.8,1.2,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Andruw Monasterio,BOS,DET,Tarik Skubal,0.5,1180.0,0.0,loss,-1.0,11.47,7.81,3.66,Low-Medium,No clear edge,1.65,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Juan Soto,NYM,COL,Tomoyuki Sugano,7.5,1300.0,0.0,loss,-1.0,10.8,7.14,3.66,Low,Alt ladder market,-0.8,1.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Bryce Harper,PHI,MIA,Janson Junk,4.5,610.0,7.0,win,6.1,17.72,14.08,3.64,Low,Alt ladder market,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Brett Baty,NYM,COL,Tomoyuki Sugano,2.5,690.0,0.0,loss,-1.0,16.3,12.66,3.64,Low,Alt ladder market,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Bryson Stott,PHI,MIA,Janson Junk,4.5,1020.0,0.0,loss,-1.0,12.57,8.93,3.64,Low,Alt ladder market,-0.18,0.6,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Gleyber Torres,DET,BOS,Payton Tolle,0.5,880.0,,ungraded,0.0,13.83,10.2,3.63,Low-Medium,No clear edge,1.65,-0.6,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Graham Pauley,MIA,PHI,Aaron Nola,1.5,520.0,0.0,loss,-1.0,19.74,16.13,3.61,Low,Alt ladder market,-0.13,-0.6,0.4,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Tyrone Taylor,NYM,COL,Tomoyuki Sugano,2.5,1120.0,0.0,loss,-1.0,11.79,8.2,3.59,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Sal Frelick,MIL,STL,Kyle Leahy,0.5,1400.0,0.0,loss,-1.0,10.26,6.67,3.59,Low-Medium,No clear edge,1.49,-1.6,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Brandon Marsh,PHI,MIA,Janson Junk,3.5,529.0,1.0,loss,-1.0,19.47,15.9,3.57,Low,Alt ladder market,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Tyler Freeman,COL,NYM,Huascar Brazobán,4.5,1080.0,0.0,loss,-1.0,12.05,8.47,3.57,Low,Alt ladder market,-0.8,,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Aaron Judge,NYY,BAL,Shane Baz,1.5,-129.0,5.0,win,0.7752,59.89,56.33,3.56,Low-Medium,No clear edge,-0.14,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Andruw Monasterio,BOS,DET,Tarik Skubal,3.5,780.0,1.0,loss,-1.0,14.91,11.36,3.55,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Kyle Karros,COL,NYM,Huascar Brazobán,4.5,1220.0,1.0,loss,-1.0,11.11,7.58,3.53,Low,Alt ladder market,-0.8,1.2,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,pitcher_earned_runs,Kyle Leahy,STL,MIL,Kyle Leahy,2.5,-113.0,1.0,loss,-1.0,56.56,53.05,3.51,Low-Medium,No clear edge,0.59,1.6,-0.85,PropLine game moneyline/total context | Self-stored odds movement snapshots,Pitcher earned runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Hao-Yu Lee,DET,BOS,Payton Tolle,1.5,482.0,0.0,loss,-1.0,20.68,17.18,3.5,Low,Alt ladder market,0.4,0.8,-0.68,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Gleyber Torres,DET,BOS,Payton Tolle,0.5,860.0,,ungraded,0.0,13.92,10.42,3.5,Low-Medium,No clear edge,1.65,-0.6,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,J.T. Realmuto,PHI,MIA,Janson Junk,1.5,140.0,,ungraded,0.0,45.15,41.67,3.49,Low-Medium,No clear edge,-0.18,,0.97,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Hao-Yu Lee,DET,BOS,Payton Tolle,0.5,-101.0,0.0,loss,-1.0,53.72,50.25,3.47,Low-Medium,No clear edge,0.4,0.8,-0.68,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Brice Turang,MIL,STL,Kyle Leahy,0.5,820.0,1.0,win,8.2,14.34,10.87,3.47,Low-Medium,No clear edge,1.49,0.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Carson Benge,NYM,COL,Tomoyuki Sugano,2.5,940.0,1.0,loss,-1.0,13.08,9.62,3.47,Low,Alt ladder market,-0.53,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Bryce Harper,PHI,MIA,Janson Junk,1.5,105.0,7.0,win,1.05,52.23,48.78,3.45,Low-Medium,No clear edge,-0.18,1.2,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Ryan Vilade,TBR,TOR,Eric Lauer,1.5,133.0,4.0,win,1.33,46.37,42.92,3.45,Low-Medium,No clear edge,,,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Juan Soto,NYM,COL,Tomoyuki Sugano,6.5,950.0,0.0,loss,-1.0,12.97,9.52,3.45,Low,Alt ladder market,-0.8,1.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,J.T. Realmuto,PHI,MIA,Janson Junk,4.5,1000.0,,ungraded,0.0,12.55,9.09,3.45,Low,Alt ladder market,-0.18,,0.97,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Spencer Torkelson,DET,BOS,Payton Tolle,1.5,407.0,0.0,loss,-1.0,23.17,19.72,3.44,Low,Alt ladder market,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Bo Bichette,NYM,COL,Tomoyuki Sugano,2.5,447.0,0.0,loss,-1.0,21.72,18.28,3.44,Low,Alt ladder market,-0.53,0.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Connor Wong,BOS,DET,Tarik Skubal,3.5,950.0,,ungraded,0.0,12.97,9.52,3.44,Low,Alt ladder market,0.96,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,No batter game log found.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Wilyer Abreu,BOS,DET,Tarik Skubal,1.5,382.0,1.0,loss,-1.0,24.17,20.75,3.43,Low,Alt ladder market,0.4,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Hao-Yu Lee,DET,BOS,Payton Tolle,3.5,563.0,0.0,loss,-1.0,18.5,15.08,3.42,Low,Alt ladder market,0.96,1.2,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits_alt,Joe Mack,MIA,PHI,Aaron Nola,1.5,409.0,0.0,loss,-1.0,23.05,19.65,3.4,Low,Alt ladder market,-0.13,,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Matt Vierling,DET,BOS,Payton Tolle,3.5,650.0,0.0,loss,-1.0,16.73,13.33,3.4,Low,Alt ladder market,0.96,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Roman Anthony,BOS,DET,Tarik Skubal,3.5,670.0,0.0,loss,-1.0,16.39,12.99,3.4,Low,Alt ladder market,0.96,1.8,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Alec Bohm,PHI,MIA,Janson Junk,4.5,1260.0,0.0,loss,-1.0,10.74,7.35,3.39,Low,Alt ladder market,-0.18,,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Troy Johnston,COL,NYM,Huascar Brazobán,3.5,560.0,0.0,loss,-1.0,18.53,15.15,3.38,Low,Alt ladder market,-0.8,1.2,1.5,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases_alt,Joe Mack,MIA,PHI,Aaron Nola,3.5,650.0,0.0,loss,-1.0,16.71,13.33,3.38,Low,Alt ladder market,-0.18,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Kyle Karros,COL,NYM,Huascar Brazobán,0.5,100.0,1.0,win,1.0,53.37,50.0,3.37,Low-Medium,No clear edge,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Brenton Doyle,COL,NYM,Huascar Brazobán,0.5,100.0,0.0,loss,-1.0,53.37,50.0,3.37,Low-Medium,No clear edge,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Jordan Beck,COL,NYM,Huascar Brazobán,0.5,100.0,1.0,win,1.0,53.37,50.0,3.37,Low-Medium,No clear edge,-0.53,0.8,,PropLine game moneyline/total context | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_hits,Matt McLain,CIN,CHC,Edward Cabrera,0.5,110.0,0.0,loss,-1.0,50.96,47.62,3.34,Low-Medium,No clear edge,-0.49,0.8,-1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter hits from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_home_runs,Maikel Garcia,KCR,CLE,Tanner Bibee,0.5,730.0,0.0,loss,-1.0,15.38,12.05,3.33,Low-Medium,No clear edge,1.86,,,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter home runs from game log.
2026-05-04T21:59:25.624015+00:00,2026-05-07T16:29:46.746198+00:00,2026,2026-05-04,batter_total_bases,Brandon Marsh,PHI,MIA,Janson Junk,0.5,100.0,1.0,win,1.0,53.32,50.0,3.32,Low-Medium,No clear edge,-0.18,1.8,1.5,PropLine game moneyline/total context | Batter-vs-pitcher sample | Self-stored odds movement snapshots,Batter total bases from game log.
